,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
1150,02/17/2022 23,46.65,84.43,10178.0
1151,02/17/2022 24,61.25,84.4,9952.0
1152,02/18/2022 01,57.87,84.37,9795.0
1153,02/18/2022 02,38.8,84.32,9735.0
1154,02/18/2022 03,39.95,84.27,9765.0
1155,02/18/2022 04,56.33,84.26,9761.0
1156,02/18/2022 05,66.63,84.25,9818.0
1157,02/18/2022 06,63.77,84.24,9952.0
1158,02/18/2022 07,63.19,84.21,10279.0
1159,02/18/2022 08,105.83,84.25,10681.0
1160,02/18/2022 09,92.28,84.27,10840.0
1161,02/18/2022 10,227.37,84.49,10911.0
1162,02/18/2022 11,336.07,84.88,10913.0
1163,02/18/2022 12,374.68,85.32,10837.0
1164,02/18/2022 13,503.74,85.92,10768.0
1165,02/18/2022 14,593.62,86.66,10736.0
1166,02/18/2022 15,590.03,87.4,10671.0
1167,02/18/2022 16,197.39,87.59,10686.0
1168,02/18/2022 17,187.19,87.77,10820.0
1169,02/18/2022 18,167.32,87.9,10940.0
1170,02/18/2022 19,51.24,87.88,11008.0
1171,02/18/2022 20,39.94,87.86,10913.0
1172,02/18/2022 21,42.48,87.85,10834.0
1173,02/18/2022 22,44.25,87.85,10653.0
1174,02/18/2022 23,42.26,87.84,10396.0
1175,02/18/2022 24,37.37,87.82,10121.0
1176,02/19/2022 01,36.7,87.8,9928.0
1177,02/19/2022 02,35.7,87.78,9804.0
1178,02/19/2022 03,34.59,87.77,9726.0
1179,02/19/2022 04,34.15,87.75,9720.0
1180,02/19/2022 05,33.05,87.73,9625.0
1181,02/19/2022 06,32.74,87.71,9656.0
1182,02/19/2022 07,34.57,87.68,9784.0
1183,02/19/2022 08,46.34,87.67,10017.0
1184,02/19/2022 09,50.91,87.65,10165.0
1185,02/19/2022 10,48.85,87.63,10284.0
1186,02/19/2022 11,37.01,87.6,10408.0
1187,02/19/2022 12,46.12,87.59,10532.0
1188,02/19/2022 13,44.97,87.56,10543.0
1189,02/19/2022 14,38.55,87.54,10503.0
1190,02/19/2022 15,44.43,87.53,10533.0
1191,02/19/2022 16,41.62,87.52,10633.0
1192,02/19/2022 17,50.25,87.52,10792.0
1193,02/19/2022 18,64.32,87.51,10902.0
1194,02/19/2022 19,68.17,87.53,10936.0
1195,02/19/2022 20,72.54,87.56,10763.0
1196,02/19/2022 21,67.24,87.59,10631.0
1197,02/19/2022 22,55.2,87.6,10533.0
1198,02/19/2022 23,47.9,87.59,10388.0
1199,02/19/2022 24,56.32,87.6,10240.0
1200,02/20/2022 01,39.26,87.61,10060.0
1201,02/20/2022 02,46.76,87.62,9977.0
1202,02/20/2022 03,34.27,87.61,9938.0
1203,02/20/2022 04,38.27,87.61,9919.0
1204,02/20/2022 05,40.23,87.6,9954.0
1205,02/20/2022 06,56.96,87.61,10044.0
1206,02/20/2022 07,72.04,87.63,10208.0
1207,02/20/2022 08,67.85,87.63,10317.0
1208,02/20/2022 09,59.93,87.48,10330.0
1209,02/20/2022 10,73.8,87.49,10518.0
1210,02/20/2022 11,77.48,87.48,10602.0
1211,02/20/2022 12,77.1,87.46,10672.0
1212,02/20/2022 13,73.46,87.48,10676.0
1213,02/20/2022 14,72.88,87.52,10655.0
1214,02/20/2022 15,72.88,87.55,10670.0
1215,02/20/2022 16,76.09,87.59,10705.0
1216,02/20/2022 17,76.78,87.62,10792.0
1217,02/20/2022 18,80.25,87.64,10953.0
1218,02/20/2022 19,141.82,87.76,11053.0
1219,02/20/2022 20,83.51,87.8,11009.0
1220,02/20/2022 21,77.47,87.85,10970.0
1221,02/20/2022 22,90.78,87.92,10871.0
1222,02/20/2022 23,79.56,87.97,10647.0
1223,02/20/2022 24,126.64,88.08,10404.0
1224,02/21/2022 01,85.29,88.14,10334.0
1225,02/21/2022 02,77.09,88.19,10279.0
1226,02/21/2022 03,73.06,88.23,10123.0
1227,02/21/2022 04,69.0,88.28,10106.0
1228,02/21/2022 05,70.98,88.32,10154.0
1229,02/21/2022 06,76.08,88.39,10255.0
1230,02/21/2022 07,77.28,88.45,10427.0
1231,02/21/2022 08,78.57,88.51,10592.0
1232,02/21/2022 09,90.5,88.58,10759.0
1233,02/21/2022 10,168.31,88.74,10851.0
1234,02/21/2022 11,186.19,88.93,10884.0
1235,02/21/2022 12,282.46,89.24,10795.0
1236,02/21/2022 13,192.11,89.43,10832.0
1237,02/21/2022 14,185.82,89.6,10815.0
1238,02/21/2022 15,134.13,89.7,10859.0
1239,02/21/2022 16,124.13,89.79,10871.0
1240,02/21/2022 17,158.02,89.93,10993.0
1241,02/21/2022 18,357.65,90.32,10989.0
1242,02/21/2022 19,348.3,90.71,11067.0
1243,02/21/2022 20,177.03,90.9,11130.0
1244,02/21/2022 21,250.51,91.19,11157.0
1245,02/21/2022 22,123.99,91.31,11102.0
1246,02/21/2022 23,101.61,91.4,10867.0
1247,02/21/2022 24,167.89,91.58,10662.0
1248,02/22/2022 01,164.61,91.77,10507.0
1249,02/22/2022 02,111.21,91.88,10426.0
1250,02/22/2022 03,92.83,91.97,10394.0
1251,02/22/2022 04,96.94,92.07,10443.0
1252,02/22/2022 05,156.87,92.24,10488.0
1253,02/22/2022 06,182.67,92.46,10630.0
1254,02/22/2022 07,212.78,92.7,10922.0
1255,02/22/2022 08,747.83,93.69,11133.0
1256,02/22/2022 09,707.82,94.62,11184.0
1257,02/22/2022 10,737.41,95.58,11265.0
1258,02/22/2022 11,697.29,96.49,11254.0
1259,02/22/2022 12,696.51,97.4,11225.0
1260,02/22/2022 13,557.5,98.11,11190.0
1261,02/22/2022 14,669.74,98.97,11135.0
1262,02/22/2022 15,607.44,99.75,11059.0
1263,02/22/2022 16,473.74,100.33,11057.0
1264,02/22/2022 17,477.26,100.9,11118.0
1265,02/22/2022 18,671.57,101.72,11176.0
1266,02/22/2022 19,511.92,102.36,11323.0
1267,02/22/2022 20,412.99,102.83,11317.0
1268,02/22/2022 21,288.42,102.69,11213.0
1269,02/22/2022 22,106.48,102.22,11158.0
1270,02/22/2022 23,90.69,102.27,10964.0
1271,02/22/2022 24,76.0,102.3,10743.0
1272,02/23/2022 01,67.92,102.28,10618.0
1273,02/23/2022 02,63.17,102.25,10537.0
1274,02/23/2022 03,64.22,102.24,10529.0
1275,02/23/2022 04,61.0,102.26,10551.0
1276,02/23/2022 05,56.33,102.27,10585.0
1277,02/23/2022 06,57.89,102.27,10747.0
1278,02/23/2022 07,84.67,102.3,11084.0
1279,02/23/2022 08,82.61,102.33,11377.0
1280,02/23/2022 09,75.42,102.35,11353.0
1281,02/23/2022 10,58.45,102.34,11375.0
1282,02/23/2022 11,68.81,102.34,11411.0
1283,02/23/2022 12,62.12,102.33,11336.0
1284,02/23/2022 13,85.52,102.33,11325.0
1285,02/23/2022 14,82.73,102.34,11317.0
1286,02/23/2022 15,82.83,102.36,11291.0
1287,02/23/2022 16,83.2,102.39,11280.0
1288,02/23/2022 17,79.22,102.08,11244.0
1289,02/23/2022 18,70.92,101.33,11258.0
1290,02/23/2022 19,101.09,100.93,11295.0
1291,02/23/2022 20,82.81,100.91,11235.0
1292,02/23/2022 21,81.91,100.82,11150.0
1293,02/23/2022 22,69.45,100.72,10927.0
1294,02/23/2022 23,67.19,100.72,10715.0
1295,02/23/2022 24,67.41,100.47,10483.0
1296,02/24/2022 01,59.24,100.46,10281.0
1297,02/24/2022 02,60.24,100.44,10192.0
1298,02/24/2022 03,67.45,100.44,10139.0
1299,02/24/2022 04,66.33,100.44,10103.0
1300,02/24/2022 05,67.41,100.44,10155.0
1301,02/24/2022 06,71.29,100.44,10283.0
1302,02/24/2022 07,259.57,100.64,10559.0
1303,02/24/2022 08,92.66,100.67,10857.0
1304,02/24/2022 09,131.31,100.77,10906.0
1305,02/24/2022 10,152.62,100.91,10922.0
1306,02/24/2022 11,149.67,101.05,10913.0
1307,02/24/2022 12,110.59,101.14,10883.0
1308,02/24/2022 13,140.69,101.24,10871.0
1309,02/24/2022 14,132.63,101.34,10812.0
1310,02/24/2022 15,110.08,101.42,10771.0
1311,02/24/2022 16,176.39,101.59,10806.0
1312,02/24/2022 17,228.49,101.84,10788.0
1313,02/24/2022 18,272.17,102.04,10797.0
1314,02/24/2022 19,648.01,102.85,10863.0
1315,02/24/2022 20,255.55,103.14,10827.0
1316,02/24/2022 21,104.07,103.21,10848.0
1317,02/24/2022 22,86.36,103.26,10737.0
1318,02/24/2022 23,70.11,103.3,10498.0
1319,02/24/2022 24,59.04,103.32,10268.0
1320,02/25/2022 01,57.85,103.35,10133.0
1321,02/25/2022 02,53.83,103.37,10062.0
1322,02/25/2022 03,50.21,103.38,10053.0
1323,02/25/2022 04,49.18,103.38,10029.0
1324,02/25/2022 05,42.7,103.38,10060.0
1325,02/25/2022 06,43.05,103.36,10216.0
1326,02/25/2022 07,53.65,103.3,10561.0
1327,02/25/2022 08,58.37,102.86,10905.0
1328,02/25/2022 09,78.21,102.72,11009.0
1329,02/25/2022 10,74.37,102.7,10977.0
1330,02/25/2022 11,65.22,102.68,10943.0
1331,02/25/2022 12,75.82,102.63,10911.0
1332,02/25/2022 13,74.12,102.54,10875.0
1333,02/25/2022 14,69.11,102.53,10814.0
1334,02/25/2022 15,67.97,102.41,10707.0
1335,02/25/2022 16,64.18,102.39,10635.0
1336,02/25/2022 17,59.52,102.38,10636.0
1337,02/25/2022 18,67.77,102.27,10689.0
1338,02/25/2022 19,66.98,102.08,10844.0
1339,02/25/2022 20,57.18,102.02,10859.0
1340,02/25/2022 21,48.47,101.99,10778.0
1341,02/25/2022 22,59.77,101.98,10655.0
1342,02/25/2022 23,52.94,101.97,10436.0
1343,02/25/2022 24,47.85,101.96,10162.0
1344,02/26/2022 01,43.34,101.95,10014.0
1345,02/26/2022 02,41.99,101.93,9898.0
1346,02/26/2022 03,46.07,101.91,9850.0
1347,02/26/2022 04,49.06,101.89,9832.0
1348,02/26/2022 05,52.11,101.87,9854.0
1349,02/26/2022 06,40.97,101.76,9929.0
1350,02/26/2022 07,41.37,101.56,10037.0
1351,02/26/2022 08,63.34,101.25,10238.0
1352,02/26/2022 09,59.64,101.18,10369.0
1353,02/26/2022 10,65.46,101.18,10439.0
1354,02/26/2022 11,68.13,101.18,10517.0
1355,02/26/2022 12,68.61,101.19,10518.0
1356,02/26/2022 13,60.42,101.2,10478.0
1357,02/26/2022 14,55.05,101.21,10377.0
1358,02/26/2022 15,51.77,101.21,10373.0
1359,02/26/2022 16,63.09,101.22,10405.0
1360,02/26/2022 17,67.98,101.23,10394.0
1361,02/26/2022 18,66.31,101.24,10534.0
1362,02/26/2022 19,67.35,101.26,10651.0
1363,02/26/2022 20,60.3,101.27,10585.0
1364,02/26/2022 21,65.27,101.3,10469.0
1365,02/26/2022 22,64.84,101.32,10355.0
1366,02/26/2022 23,58.36,101.34,10094.0
1367,02/26/2022 24,51.54,101.35,9906.0
1368,02/27/2022 01,45.21,101.34,9781.0
1369,02/27/2022 02,37.06,101.33,9674.0
1370,02/27/2022 03,38.4,101.31,9665.0
1371,02/27/2022 04,36.84,101.3,9637.0
1372,02/27/2022 05,39.29,101.3,9658.0
1373,02/27/2022 06,40.22,101.3,9767.0
1374,02/27/2022 07,49.56,101.3,9957.0
1375,02/27/2022 08,60.9,101.3,10089.0
1376,02/27/2022 09,53.43,101.27,10255.0
1377,02/27/2022 10,63.68,101.27,10418.0
1378,02/27/2022 11,66.05,101.27,10516.0
1379,02/27/2022 12,65.61,101.29,10551.0
1380,02/27/2022 13,61.65,101.31,10535.0
1381,02/27/2022 14,44.8,101.31,10498.0
1382,02/27/2022 15,44.21,101.31,10543.0
1383,02/27/2022 16,46.13,101.31,10536.0
1384,02/27/2022 17,46.56,101.31,10589.0
1385,02/27/2022 18,58.01,101.32,10747.0
1386,02/27/2022 19,66.63,101.35,10911.0
1387,02/27/2022 20,69.21,101.38,10931.0
1388,02/27/2022 21,67.11,101.4,10841.0
1389,02/27/2022 22,63.3,101.42,10626.0
1390,02/27/2022 23,53.88,101.43,10311.0
1391,02/27/2022 24,53.88,101.44,9977.0
