,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
575,01/24/2022 24,248.98,138.45,9864.0
576,01/25/2022 01,69.81,138.45,9716.0
577,01/25/2022 02,69.81,138.45,9641.0
578,01/25/2022 03,69.87,138.45,9566.0
579,01/25/2022 04,69.13,138.45,9546.0
580,01/25/2022 05,65.88,138.44,9508.0
581,01/25/2022 06,72.41,138.44,9604.0
582,01/25/2022 07,114.71,138.5,9984.0
583,01/25/2022 08,69.26,138.53,10434.0
584,01/25/2022 09,58.14,138.55,10606.0
585,01/25/2022 10,50.71,138.55,10631.0
586,01/25/2022 11,50.43,138.54,10633.0
587,01/25/2022 12,50.15,138.53,10647.0
588,01/25/2022 13,65.16,138.54,10592.0
589,01/25/2022 14,63.3,138.55,10547.0
590,01/25/2022 15,52.36,138.48,10481.0
591,01/25/2022 16,49.4,138.13,10473.0
592,01/25/2022 17,53.54,137.06,10593.0
593,01/25/2022 18,122.82,135.93,10828.0
594,01/25/2022 19,66.18,135.08,10709.0
595,01/25/2022 20,50.35,134.33,10509.0
596,01/25/2022 21,50.38,133.62,10374.0
597,01/25/2022 22,48.66,133.54,10071.0
598,01/25/2022 23,43.56,133.44,9849.0
599,01/25/2022 24,42.03,132.75,9672.0
600,01/26/2022 01,39.72,132.41,9479.0
601,01/26/2022 02,39.67,131.89,9378.0
602,01/26/2022 03,46.15,131.34,9314.0
603,01/26/2022 04,46.76,131.18,9280.0
604,01/26/2022 05,44.74,131.01,9341.0
605,01/26/2022 06,55.28,130.84,9472.0
606,01/26/2022 07,95.81,130.52,9877.0
607,01/26/2022 08,374.18,130.52,10273.0
608,01/26/2022 09,178.02,130.44,10355.0
609,01/26/2022 10,90.9,129.52,10407.0
610,01/26/2022 11,79.6,128.48,10540.0
611,01/26/2022 12,114.72,127.42,10571.0
612,01/26/2022 13,133.23,126.31,10540.0
613,01/26/2022 14,80.0,125.17,10555.0
614,01/26/2022 15,156.59,124.02,10535.0
615,01/26/2022 16,74.46,122.93,10548.0
616,01/26/2022 17,67.46,121.65,10676.0
617,01/26/2022 18,150.54,120.47,10908.0
618,01/26/2022 19,203.58,119.36,10821.0
619,01/26/2022 20,99.41,118.11,10644.0
620,01/26/2022 21,68.24,116.82,10463.0
621,01/26/2022 22,66.64,115.52,10274.0
622,01/26/2022 23,58.78,114.21,10022.0
623,01/26/2022 24,53.46,112.9,9744.0
624,01/27/2022 01,50.01,111.58,9536.0
625,01/27/2022 02,56.52,110.63,9451.0
626,01/27/2022 03,61.91,110.39,9424.0
627,01/27/2022 04,62.32,109.56,9411.0
628,01/27/2022 05,67.32,108.74,9451.0
629,01/27/2022 06,123.98,108.48,9634.0
630,01/27/2022 07,181.93,108.2,9913.0
631,01/27/2022 08,287.31,107.64,10298.0
632,01/27/2022 09,113.5,107.58,10533.0
633,01/27/2022 10,64.7,107.54,10621.0
634,01/27/2022 11,65.23,107.27,10723.0
635,01/27/2022 12,60.99,106.42,10756.0
636,01/27/2022 13,55.2,105.61,10723.0
637,01/27/2022 14,49.16,105.48,10675.0
638,01/27/2022 15,49.23,105.15,10617.0
639,01/27/2022 16,57.3,105.07,10623.0
640,01/27/2022 17,61.06,104.57,10708.0
641,01/27/2022 18,60.72,103.76,10924.0
642,01/27/2022 19,51.78,103.31,10883.0
643,01/27/2022 20,48.59,103.17,10734.0
644,01/27/2022 21,48.19,103.15,10527.0
645,01/27/2022 22,48.31,103.15,10360.0
646,01/27/2022 23,47.08,103.16,10158.0
647,01/27/2022 24,45.61,103.17,9820.0
648,01/28/2022 01,48.01,103.17,9671.0
649,01/28/2022 02,48.07,103.15,9582.0
650,01/28/2022 03,47.1,103.13,9530.0
651,01/28/2022 04,45.71,103.12,9512.0
652,01/28/2022 05,39.66,103.08,9555.0
653,01/28/2022 06,40.87,103.02,9708.0
654,01/28/2022 07,48.61,102.98,10002.0
655,01/28/2022 08,63.9,102.98,10389.0
656,01/28/2022 09,70.35,102.91,10567.0
657,01/28/2022 10,69.47,101.77,10658.0
658,01/28/2022 11,63.58,100.52,10739.0
659,01/28/2022 12,52.36,99.31,10715.0
660,01/28/2022 13,45.69,99.2,10619.0
661,01/28/2022 14,45.48,99.17,10521.0
662,01/28/2022 15,45.2,99.14,10467.0
663,01/28/2022 16,43.15,99.09,10396.0
664,01/28/2022 17,47.72,99.06,10470.0
665,01/28/2022 18,49.17,99.05,10640.0
666,01/28/2022 19,47.96,99.07,10596.0
667,01/28/2022 20,46.72,99.07,10465.0
668,01/28/2022 21,49.05,99.07,10327.0
669,01/28/2022 22,48.7,99.07,10149.0
670,01/28/2022 23,48.47,99.08,9980.0
671,01/28/2022 24,48.6,99.09,9734.0
672,01/29/2022 01,49.2,99.1,9527.0
673,01/29/2022 02,49.38,99.11,9378.0
674,01/29/2022 03,48.79,99.13,9329.0
675,01/29/2022 04,48.14,99.14,9339.0
676,01/29/2022 05,48.91,99.13,9352.0
677,01/29/2022 06,49.44,99.12,9406.0
678,01/29/2022 07,58.98,99.13,9496.0
679,01/29/2022 08,62.46,99.12,9737.0
680,01/29/2022 09,65.54,99.11,9914.0
681,01/29/2022 10,55.02,99.08,10043.0
682,01/29/2022 11,49.07,99.01,10059.0
683,01/29/2022 12,49.03,98.95,10064.0
684,01/29/2022 13,49.44,98.91,10111.0
685,01/29/2022 14,54.79,98.88,10070.0
686,01/29/2022 15,48.95,98.84,10068.0
687,01/29/2022 16,48.76,98.81,10117.0
688,01/29/2022 17,54.03,98.64,10251.0
689,01/29/2022 18,63.63,98.07,10419.0
690,01/29/2022 19,66.85,98.02,10398.0
691,01/29/2022 20,64.39,97.9,10252.0
692,01/29/2022 21,60.14,97.87,10089.0
693,01/29/2022 22,54.78,97.82,10000.0
694,01/29/2022 23,52.5,97.79,9829.0
695,01/29/2022 24,50.8,97.76,9575.0
696,01/30/2022 01,47.22,97.71,9408.0
697,01/30/2022 02,47.28,97.67,9342.0
698,01/30/2022 03,47.11,97.64,9279.0
699,01/30/2022 04,46.94,97.6,9290.0
700,01/30/2022 05,45.16,97.54,9309.0
701,01/30/2022 06,48.0,97.46,9349.0
702,01/30/2022 07,48.14,97.34,9448.0
703,01/30/2022 08,48.17,97.3,9659.0
704,01/30/2022 09,48.61,97.06,9853.0
705,01/30/2022 10,57.34,96.67,10000.0
706,01/30/2022 11,61.06,96.29,10125.0
707,01/30/2022 12,48.48,95.76,10165.0
708,01/30/2022 13,48.05,95.35,10149.0
709,01/30/2022 14,47.91,95.18,10135.0
710,01/30/2022 15,45.25,94.88,10065.0
711,01/30/2022 16,42.39,94.73,10067.0
712,01/30/2022 17,46.64,94.02,10219.0
713,01/30/2022 18,52.95,93.0,10547.0
714,01/30/2022 19,65.68,92.16,10540.0
715,01/30/2022 20,50.58,92.05,10384.0
716,01/30/2022 21,46.82,92.02,10249.0
717,01/30/2022 22,43.27,91.98,10080.0
718,01/30/2022 23,36.72,91.94,9794.0
719,01/30/2022 24,33.28,91.89,9514.0
720,01/31/2022 01,34.88,91.85,9359.0
721,01/31/2022 02,33.01,91.81,9306.0
722,01/31/2022 03,32.18,91.77,9301.0
723,01/31/2022 04,28.09,91.75,9328.0
724,01/31/2022 05,29.54,91.71,9430.0
725,01/31/2022 06,34.16,91.68,9710.0
726,01/31/2022 07,41.48,91.66,10082.0
727,01/31/2022 08,46.34,91.67,10555.0
728,01/31/2022 09,56.58,91.69,10855.0
729,01/31/2022 10,61.51,91.72,10973.0
730,01/31/2022 11,67.17,91.76,11089.0
731,01/31/2022 12,63.22,91.77,11141.0
732,01/31/2022 13,72.43,91.8,11127.0
733,01/31/2022 14,77.04,91.83,11141.0
734,01/31/2022 15,74.19,91.86,11142.0
735,01/31/2022 16,73.67,91.89,11184.0
736,01/31/2022 17,65.89,91.9,11294.0
737,01/31/2022 18,73.76,91.88,11483.0
738,01/31/2022 19,73.65,91.89,11384.0
739,01/31/2022 20,75.2,91.9,11208.0
740,01/31/2022 21,72.62,91.92,11052.0
741,01/31/2022 22,74.47,91.96,10868.0
742,01/31/2022 23,69.6,91.99,10612.0
743,01/31/2022 24,68.26,92.01,10337.0
744,02/01/2022 01,70.99,92.04,10175.0
745,02/01/2022 02,68.17,92.09,10030.0
746,02/01/2022 03,64.98,92.13,9978.0
747,02/01/2022 04,64.75,92.17,9932.0
748,02/01/2022 05,63.18,92.21,10011.0
749,02/01/2022 06,67.24,92.25,10192.0
750,02/01/2022 07,75.29,92.29,10553.0
751,02/01/2022 08,77.11,92.33,10969.0
752,02/01/2022 09,79.77,92.37,11108.0
753,02/01/2022 10,79.47,92.42,11099.0
754,02/01/2022 11,88.64,92.49,11137.0
755,02/01/2022 12,88.7,92.55,11157.0
756,02/01/2022 13,87.92,92.61,11122.0
757,02/01/2022 14,89.97,92.66,11131.0
758,02/01/2022 15,89.08,92.71,11152.0
759,02/01/2022 16,88.81,92.77,11146.0
760,02/01/2022 17,89.56,92.81,11214.0
761,02/01/2022 18,155.54,92.93,11298.0
762,02/01/2022 19,114.3,92.88,11278.0
763,02/01/2022 20,89.42,92.87,11259.0
764,02/01/2022 21,87.32,92.84,11146.0
765,02/01/2022 22,79.91,92.84,10979.0
766,02/01/2022 23,66.97,92.79,10720.0
767,02/01/2022 24,75.0,92.77,10468.0
768,02/02/2022 01,76.6,92.78,10317.0
769,02/02/2022 02,76.25,92.79,10272.0
770,02/02/2022 03,76.25,92.8,10228.0
771,02/02/2022 04,76.25,92.81,10228.0
772,02/02/2022 05,78.26,92.82,10275.0
773,02/02/2022 06,113.62,92.88,10390.0
774,02/02/2022 07,213.16,93.07,10655.0
775,02/02/2022 08,225.35,93.3,11036.0
776,02/02/2022 09,173.87,93.43,11183.0
777,02/02/2022 10,90.49,93.32,11273.0
778,02/02/2022 11,87.19,93.14,11279.0
779,02/02/2022 12,79.1,93.04,11252.0
780,02/02/2022 13,79.18,92.9,11241.0
781,02/02/2022 14,69.22,92.74,11179.0
782,02/02/2022 15,52.09,92.57,11193.0
783,02/02/2022 16,49.55,92.45,11186.0
784,02/02/2022 17,45.77,92.36,11217.0
785,02/02/2022 18,41.31,92.22,11296.0
786,02/02/2022 19,42.5,92.17,11264.0
787,02/02/2022 20,52.46,92.15,11212.0
788,02/02/2022 21,54.83,92.12,11145.0
789,02/02/2022 22,58.02,92.1,10918.0
790,02/02/2022 23,51.31,92.08,10637.0
791,02/02/2022 24,43.65,92.04,10338.0
792,02/03/2022 01,47.51,92.03,10144.0
793,02/03/2022 02,52.07,92.03,10037.0
794,02/03/2022 03,51.36,92.01,9978.0
795,02/03/2022 04,52.48,91.99,9967.0
796,02/03/2022 05,49.02,91.97,10006.0
797,02/03/2022 06,47.61,91.94,10162.0
798,02/03/2022 07,53.56,91.9,10538.0
799,02/03/2022 08,70.13,91.9,11008.0
800,02/03/2022 09,82.12,91.92,11104.0
801,02/03/2022 10,82.6,91.93,11137.0
802,02/03/2022 11,82.77,91.92,11178.0
803,02/03/2022 12,81.27,91.92,11211.0
804,02/03/2022 13,79.31,91.92,11113.0
805,02/03/2022 14,77.19,91.92,11119.0
806,02/03/2022 15,77.92,91.91,11065.0
807,02/03/2022 16,80.48,91.8,11130.0
808,02/03/2022 17,86.19,91.46,11247.0
809,02/03/2022 18,91.94,90.64,11310.0
810,02/03/2022 19,131.42,89.84,11288.0
811,02/03/2022 20,145.01,89.2,11211.0
812,02/03/2022 21,86.41,89.02,11153.0
813,02/03/2022 22,85.63,89.01,10973.0
814,02/03/2022 23,78.9,89.01,10670.0
815,02/03/2022 24,64.67,88.81,10380.0
816,02/04/2022 01,54.59,88.76,10191.0
817,02/04/2022 02,51.0,88.72,10088.0
818,02/04/2022 03,44.28,88.67,10000.0
819,02/04/2022 04,44.56,88.63,10005.0
820,02/04/2022 05,44.86,88.58,10019.0
821,02/04/2022 06,45.9,88.53,10138.0
822,02/04/2022 07,51.12,88.49,10467.0
823,02/04/2022 08,51.92,88.45,10921.0
824,02/04/2022 09,53.2,88.31,11014.0
825,02/04/2022 10,53.89,87.99,11018.0
826,02/04/2022 11,53.53,87.48,11050.0
827,02/04/2022 12,61.88,86.88,11057.0
828,02/04/2022 13,54.26,86.1,11004.0
829,02/04/2022 14,64.55,85.33,10987.0
830,02/04/2022 15,65.74,84.57,10979.0
831,02/04/2022 16,56.1,83.88,10931.0
832,02/04/2022 17,53.33,82.96,10931.0
833,02/04/2022 18,55.49,81.99,10970.0
834,02/04/2022 19,53.97,81.06,10926.0
835,02/04/2022 20,53.43,80.19,10834.0
836,02/04/2022 21,51.76,79.5,10691.0
837,02/04/2022 22,51.06,79.11,10516.0
838,02/04/2022 23,47.58,79.06,10222.0
839,02/04/2022 24,39.34,78.81,9922.0
840,02/05/2022 01,34.29,78.74,9739.0
841,02/05/2022 02,40.93,78.68,9663.0
842,02/05/2022 03,38.69,78.63,9579.0
843,02/05/2022 04,36.81,78.59,9523.0
844,02/05/2022 05,39.75,78.56,9535.0
845,02/05/2022 06,36.14,78.53,9566.0
846,02/05/2022 07,40.11,78.49,9684.0
847,02/05/2022 08,44.66,78.46,9912.0
848,02/05/2022 09,49.5,78.41,10133.0
849,02/05/2022 10,46.72,78.36,10243.0
850,02/05/2022 11,56.27,78.32,10361.0
851,02/05/2022 12,50.28,78.27,10381.0
852,02/05/2022 13,55.11,77.98,10373.0
853,02/05/2022 14,48.89,77.93,10312.0
854,02/05/2022 15,44.91,77.87,10262.0
855,02/05/2022 16,84.25,77.66,10259.0
856,02/05/2022 17,618.34,78.09,10229.0
857,02/05/2022 18,974.17,78.76,10291.0
858,02/05/2022 19,999.64,79.58,10310.0
859,02/05/2022 20,702.58,80.29,10133.0
860,02/05/2022 21,146.35,80.32,10079.0
861,02/05/2022 22,84.49,80.32,10045.0
862,02/05/2022 23,49.59,80.28,9947.0
863,02/05/2022 24,42.29,80.23,9786.0
864,02/06/2022 01,33.88,80.17,9633.0
865,02/06/2022 02,35.42,80.12,9537.0
866,02/06/2022 03,39.38,80.08,9470.0
867,02/06/2022 04,35.71,80.03,9454.0
868,02/06/2022 05,34.32,79.99,9473.0
869,02/06/2022 06,41.76,79.94,9496.0
870,02/06/2022 07,40.26,79.9,9555.0
871,02/06/2022 08,37.44,79.84,9701.0
872,02/06/2022 09,44.61,79.8,9854.0
873,02/06/2022 10,51.67,79.54,9928.0
874,02/06/2022 11,62.84,79.03,10025.0
875,02/06/2022 12,45.17,78.1,10087.0
876,02/06/2022 13,45.9,77.23,10092.0
877,02/06/2022 14,44.11,76.35,10012.0
878,02/06/2022 15,43.88,75.47,9967.0
879,02/06/2022 16,44.22,74.65,9994.0
880,02/06/2022 17,56.11,73.84,10104.0
881,02/06/2022 18,69.11,73.26,10409.0
882,02/06/2022 19,68.29,72.91,10515.0
883,02/06/2022 20,52.65,72.85,10349.0
884,02/06/2022 21,44.02,72.77,10208.0
885,02/06/2022 22,42.39,72.7,9982.0
886,02/06/2022 23,42.72,72.64,9743.0
887,02/06/2022 24,42.41,72.57,9496.0
888,02/07/2022 01,39.07,72.52,9333.0
889,02/07/2022 02,39.07,72.48,9226.0
890,02/07/2022 03,43.54,72.44,9176.0
891,02/07/2022 04,47.92,72.42,9210.0
892,02/07/2022 05,57.17,72.4,9297.0
893,02/07/2022 06,39.57,72.35,9463.0
894,02/07/2022 07,47.46,72.31,9839.0
895,02/07/2022 08,74.42,72.32,10332.0
896,02/07/2022 09,81.27,72.33,10509.0
897,02/07/2022 10,70.67,72.29,10532.0
898,02/07/2022 11,59.07,72.21,10500.0
899,02/07/2022 12,59.33,72.13,10487.0
900,02/07/2022 13,72.87,72.08,10478.0
901,02/07/2022 14,108.28,72.06,10428.0
902,02/07/2022 15,60.09,72.01,10443.0
903,02/07/2022 16,69.86,72.0,10406.0
904,02/07/2022 17,61.53,71.99,10529.0
905,02/07/2022 18,85.98,71.98,10717.0
906,02/07/2022 19,73.09,71.98,10739.0
907,02/07/2022 20,56.77,71.99,10521.0
908,02/07/2022 21,50.46,72.0,10330.0
909,02/07/2022 22,42.66,72.0,10100.0
910,02/07/2022 23,43.21,72.0,9812.0
911,02/07/2022 24,38.69,71.99,9555.0
912,02/08/2022 01,33.24,71.99,9411.0
913,02/08/2022 02,32.51,71.98,9278.0
914,02/08/2022 03,32.39,71.98,9249.0
915,02/08/2022 04,34.1,71.98,9295.0
916,02/08/2022 05,37.89,71.96,9352.0
917,02/08/2022 06,40.96,71.94,9533.0
918,02/08/2022 07,57.08,71.94,9912.0
919,02/08/2022 08,50.24,71.92,10395.0
920,02/08/2022 09,48.42,71.88,10520.0
921,02/08/2022 10,60.24,71.88,10572.0
922,02/08/2022 11,53.04,71.87,10626.0
923,02/08/2022 12,49.42,71.86,10608.0
924,02/08/2022 13,43.5,71.84,10581.0
925,02/08/2022 14,39.07,71.82,10545.0
926,02/08/2022 15,40.58,71.8,10504.0
927,02/08/2022 16,43.02,71.77,10504.0
928,02/08/2022 17,42.23,71.74,10627.0
929,02/08/2022 18,49.77,71.71,10736.0
930,02/08/2022 19,59.54,71.7,10828.0
931,02/08/2022 20,49.12,71.7,10695.0
932,02/08/2022 21,44.96,71.69,10530.0
933,02/08/2022 22,60.45,71.7,10322.0
934,02/08/2022 23,58.34,71.72,10046.0
935,02/08/2022 24,46.34,71.74,9783.0
936,02/09/2022 01,41.43,71.76,9586.0
937,02/09/2022 02,40.04,71.78,9443.0
938,02/09/2022 03,37.28,71.79,9390.0
939,02/09/2022 04,37.26,71.8,9405.0
940,02/09/2022 05,36.92,71.81,9420.0
941,02/09/2022 06,39.19,71.82,9536.0
942,02/09/2022 07,51.84,71.84,9906.0
943,02/09/2022 08,65.83,71.86,10399.0
944,02/09/2022 09,52.07,71.86,10535.0
945,02/09/2022 10,50.36,71.87,10489.0
946,02/09/2022 11,52.87,71.87,10492.0
947,02/09/2022 12,62.52,71.89,10480.0
948,02/09/2022 13,69.73,71.91,10443.0
949,02/09/2022 14,69.67,71.92,10390.0
950,02/09/2022 15,70.47,71.95,10404.0
951,02/09/2022 16,60.58,71.96,10429.0
952,02/09/2022 17,50.6,71.96,10509.0
953,02/09/2022 18,41.5,71.94,10668.0
954,02/09/2022 19,38.23,71.92,10660.0
955,02/09/2022 20,37.58,71.91,10510.0
956,02/09/2022 21,43.49,71.91,10381.0
957,02/09/2022 22,41.32,71.91,10134.0
958,02/09/2022 23,38.91,71.9,9876.0
959,02/09/2022 24,37.84,71.9,9615.0
960,02/10/2022 01,36.48,71.91,9419.0
961,02/10/2022 02,34.44,71.91,9307.0
962,02/10/2022 03,35.23,71.9,9261.0
963,02/10/2022 04,34.33,71.89,9205.0
964,02/10/2022 05,37.95,71.89,9235.0
965,02/10/2022 06,49.09,71.88,9459.0
966,02/10/2022 07,60.24,71.87,9872.0
967,02/10/2022 08,56.25,71.86,10350.0
968,02/10/2022 09,43.05,71.83,10512.0
969,02/10/2022 10,47.41,71.82,10526.0
970,02/10/2022 11,55.42,71.81,10511.0
971,02/10/2022 12,58.66,71.81,10453.0
972,02/10/2022 13,45.26,71.79,10471.0
973,02/10/2022 14,39.78,71.75,10492.0
974,02/10/2022 15,39.77,71.7,10548.0
975,02/10/2022 16,39.77,71.67,10593.0
976,02/10/2022 17,50.92,71.64,10701.0
977,02/10/2022 18,165.67,71.69,10785.0
978,02/10/2022 19,287.25,72.0,10754.0
979,02/10/2022 20,252.3,72.26,10583.0
980,02/10/2022 21,254.42,72.52,10452.0
981,02/10/2022 22,79.17,72.54,10297.0
982,02/10/2022 23,151.74,72.67,10007.0
983,02/10/2022 24,62.82,72.67,9790.0
984,02/11/2022 01,65.08,72.68,9633.0
985,02/11/2022 02,94.09,72.74,9519.0
986,02/11/2022 03,153.62,72.88,9440.0
987,02/11/2022 04,74.0,72.91,9466.0
988,02/11/2022 05,51.46,72.9,9532.0
989,02/11/2022 06,76.91,72.93,9715.0
990,02/11/2022 07,52.94,72.92,10100.0
991,02/11/2022 08,49.53,72.9,10551.0
992,02/11/2022 09,52.27,72.87,10690.0
993,02/11/2022 10,53.78,72.72,10718.0
994,02/11/2022 11,52.6,72.69,10808.0
995,02/11/2022 12,49.45,72.65,10762.0
996,02/11/2022 13,49.73,72.61,10733.0
997,02/11/2022 14,51.62,72.58,10742.0
998,02/11/2022 15,50.55,72.56,10636.0
999,02/11/2022 16,90.48,72.59,10572.0
1000,02/11/2022 17,155.06,72.7,10552.0
1001,02/11/2022 18,444.13,73.15,10558.0
1002,02/11/2022 19,547.39,73.6,10632.0
1003,02/11/2022 20,283.78,73.44,10506.0
1004,02/11/2022 21,56.11,72.73,10405.0
1005,02/11/2022 22,35.15,72.25,10304.0
1006,02/11/2022 23,31.46,72.18,10118.0
1007,02/11/2022 24,28.76,72.13,9891.0
1008,02/12/2022 01,38.8,72.12,9741.0
1009,02/12/2022 02,39.84,72.12,9633.0
1010,02/12/2022 03,39.84,72.12,9552.0
1011,02/12/2022 04,37.15,72.13,9564.0
1012,02/12/2022 05,29.06,72.12,9525.0
1013,02/12/2022 06,30.5,72.12,9583.0
1014,02/12/2022 07,39.61,72.1,9758.0
1015,02/12/2022 08,48.17,72.09,9968.0
1016,02/12/2022 09,60.25,72.1,10094.0
1017,02/12/2022 10,70.65,72.12,10206.0
1018,02/12/2022 11,64.25,72.14,10277.0
1019,02/12/2022 12,63.82,72.15,10312.0
1020,02/12/2022 13,79.9,72.18,10294.0
1021,02/12/2022 14,95.53,72.23,10209.0
1022,02/12/2022 15,62.81,72.22,10139.0
1023,02/12/2022 16,54.2,72.2,10128.0
1024,02/12/2022 17,52.62,72.02,10222.0
1025,02/12/2022 18,49.18,71.8,10431.0
1026,02/12/2022 19,42.16,71.76,10575.0
1027,02/12/2022 20,33.41,71.69,10414.0
1028,02/12/2022 21,36.79,71.64,10270.0
1029,02/12/2022 22,38.5,71.6,10066.0
1030,02/12/2022 23,32.49,71.55,9859.0
1031,02/12/2022 24,28.2,71.51,9635.0
1032,02/13/2022 01,30.09,71.47,9485.0
1033,02/13/2022 02,29.08,71.42,9362.0
1034,02/13/2022 03,28.19,71.38,9266.0
1035,02/13/2022 04,28.22,71.34,9245.0
1036,02/13/2022 05,28.31,71.29,9275.0
1037,02/13/2022 06,30.06,71.24,9307.0
1038,02/13/2022 07,37.69,71.19,9438.0
1039,02/13/2022 08,60.05,71.0,9635.0
1040,02/13/2022 09,87.4,70.49,9805.0
1041,02/13/2022 10,72.8,70.29,9911.0
1042,02/13/2022 11,64.7,70.28,10046.0
1043,02/13/2022 12,64.42,70.27,10129.0
1044,02/13/2022 13,63.62,70.26,10141.0
1045,02/13/2022 14,62.05,70.26,10111.0
1046,02/13/2022 15,59.71,70.26,10061.0
1047,02/13/2022 16,66.52,70.27,10101.0
1048,02/13/2022 17,105.49,70.36,10310.0
1049,02/13/2022 18,177.32,70.53,10518.0
1050,02/13/2022 19,301.94,70.89,10546.0
1051,02/13/2022 20,229.46,71.13,10464.0
1052,02/13/2022 21,117.3,71.22,10312.0
1053,02/13/2022 22,85.07,71.27,10208.0
1054,02/13/2022 23,87.59,71.34,9982.0
1055,02/13/2022 24,63.35,71.37,9730.0
1056,02/14/2022 01,60.48,71.39,9591.0
1057,02/14/2022 02,52.54,71.41,9554.0
1058,02/14/2022 03,41.33,71.41,9477.0
1059,02/14/2022 04,36.42,71.41,9508.0
1060,02/14/2022 05,36.42,71.41,9555.0
1061,02/14/2022 06,53.18,71.43,9711.0
1062,02/14/2022 07,61.62,71.46,10128.0
1063,02/14/2022 08,66.62,71.49,10614.0
1064,02/14/2022 09,85.61,71.52,10796.0
1065,02/14/2022 10,86.42,71.56,10867.0
1066,02/14/2022 11,208.85,71.77,10785.0
1067,02/14/2022 12,66.58,71.78,10673.0
1068,02/14/2022 13,75.05,71.8,10664.0
1069,02/14/2022 14,74.82,71.83,10715.0
1070,02/14/2022 15,62.44,71.86,10744.0
1071,02/14/2022 16,61.9,71.88,10737.0
1072,02/14/2022 17,352.43,72.29,10685.0
1073,02/14/2022 18,402.49,72.75,10720.0
1074,02/14/2022 19,394.78,73.21,10768.0
1075,02/14/2022 20,371.02,73.65,10665.0
1076,02/14/2022 21,259.27,73.94,10491.0
1077,02/14/2022 22,63.81,73.95,10334.0
1078,02/14/2022 23,62.35,73.97,10110.0
1079,02/14/2022 24,93.52,74.02,9912.0
1080,02/15/2022 01,68.09,74.05,9716.0
1081,02/15/2022 02,66.98,74.07,9646.0
1082,02/15/2022 03,67.54,74.1,9660.0
1083,02/15/2022 04,66.73,74.13,9628.0
1084,02/15/2022 05,64.59,74.15,9649.0
1085,02/15/2022 06,65.67,74.17,9826.0
1086,02/15/2022 07,64.99,74.18,10191.0
1087,02/15/2022 08,61.17,74.19,10650.0
1088,02/15/2022 09,67.6,74.21,10811.0
1089,02/15/2022 10,84.68,74.25,10896.0
1090,02/15/2022 11,68.39,74.25,10979.0
1091,02/15/2022 12,70.88,74.28,10980.0
1092,02/15/2022 13,248.98,74.56,10845.0
1093,02/15/2022 14,383.69,75.03,10704.0
1094,02/15/2022 15,413.76,75.56,10641.0
1095,02/15/2022 16,451.58,76.13,10702.0
1096,02/15/2022 17,838.44,77.22,10736.0
1097,02/15/2022 18,827.44,78.29,10821.0
1098,02/15/2022 19,804.5,79.32,10858.0
1099,02/15/2022 20,411.42,79.83,10714.0
1100,02/15/2022 21,464.99,80.42,10531.0
1101,02/15/2022 22,279.89,80.73,10378.0
1102,02/15/2022 23,107.22,80.82,10238.0
1103,02/15/2022 24,60.85,80.85,10088.0
1104,02/16/2022 01,42.74,80.86,9929.0
1105,02/16/2022 02,53.25,80.89,9799.0
1106,02/16/2022 03,52.28,80.92,9734.0
1107,02/16/2022 04,61.29,80.96,9715.0
1108,02/16/2022 05,82.87,81.02,9794.0
1109,02/16/2022 06,211.46,81.26,10001.0
1110,02/16/2022 07,735.81,82.2,10238.0
1111,02/16/2022 08,449.06,82.74,10528.0
1112,02/16/2022 09,653.57,83.57,10598.0
1113,02/16/2022 10,571.41,84.27,10682.0
1114,02/16/2022 11,390.87,84.74,10729.0
1115,02/16/2022 12,121.97,84.84,10802.0
1116,02/16/2022 13,86.84,84.89,10829.0
1117,02/16/2022 14,79.61,84.93,10802.0
1118,02/16/2022 15,75.54,84.98,10797.0
1119,02/16/2022 16,77.36,85.01,10829.0
1120,02/16/2022 17,202.53,85.2,10960.0
1121,02/16/2022 18,290.38,85.51,11010.0
1122,02/16/2022 19,407.23,85.99,11001.0
1123,02/16/2022 20,111.2,86.07,10890.0
1124,02/16/2022 21,90.23,86.13,10823.0
1125,02/16/2022 22,81.84,86.17,10716.0
1126,02/16/2022 23,119.45,86.26,10486.0
1127,02/16/2022 24,69.18,86.29,10285.0
1128,02/17/2022 01,70.59,86.33,10060.0
1129,02/17/2022 02,56.7,86.35,9941.0
1130,02/17/2022 03,38.74,86.34,9914.0
1131,02/17/2022 04,33.53,86.33,9902.0
1132,02/17/2022 05,32.78,86.3,9939.0
1133,02/17/2022 06,33.81,86.28,10054.0
1134,02/17/2022 07,46.08,86.24,10361.0
1135,02/17/2022 08,49.88,86.18,10682.0
1136,02/17/2022 09,50.62,85.98,10780.0
1137,02/17/2022 10,42.73,85.88,10850.0
1138,02/17/2022 11,41.64,85.84,10876.0
1139,02/17/2022 12,48.27,85.81,10867.0
1140,02/17/2022 13,47.43,85.74,10829.0
1141,02/17/2022 14,46.93,85.71,10789.0
1142,02/17/2022 15,48.64,85.68,10760.0
1143,02/17/2022 16,53.01,85.63,10758.0
1144,02/17/2022 17,61.3,85.5,10732.0
1145,02/17/2022 18,74.17,84.91,10653.0
1146,02/17/2022 19,81.58,84.6,10706.0
1147,02/17/2022 20,69.55,84.56,10588.0
1148,02/17/2022 21,61.72,84.52,10478.0
1149,02/17/2022 22,54.56,84.48,10361.0
