,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
56,02/27/2022,55,16,17,15,12,15,23,60,29,16,27,29,29,27,37,28,35,22,27,29,28,35,17,57.0
57,02/28/2022,62,25,24,24,25,39,32,70,31,33,37,30,12,37,29,34,28,42,37,24,31,23,35,65.0
0,11/02/2021,222,25,21,14,22,26,31,71,37,49,33,48,44,47,28,27,36,35,35,33,37,39,29,77.0
1,11/03/2021,231,24,16,31,21,36,26,96,44,34,48,60,45,36,53,33,45,39,40,38,36,52,33,75.0
2,11/04/2021,221,24,23,20,26,36,43,74,45,53,36,54,42,37,37,31,45,33,47,40,27,40,32,71.0
3,11/05/2021,219,24,22,20,28,28,32,76,37,34,34,31,40,35,35,35,36,35,43,26,35,39,29,65.0
4,11/06/2021,219,26,31,25,21,35,23,77,40,32,33,40,52,25,29,21,23,39,18,41,38,31,36,62.0
5,11/07/2021,220,25,1,216,24,25,30,27,28,59,26,33,36,34,41,36,25,25,38,36,36,37,31,35.0
6,11/08/2021,221,37,31,43,29,31,26,34,27,33,29,36,25,30,58,85,27,26,25,37,30,31,66,31.0
7,11/09/2021,227,41,39,33,41,34,34,45,37,26,26,21,33,29,63,67,41,20,27,22,37,37,75,44.0
8,11/10/2021,229,29,43,44,33,32,29,38,35,39,42,39,33,26,63,71,20,16,25,20,23,22,74,48.0
9,11/11/2021,229,33,42,37,33,43,39,41,39,42,45,41,34,19,75,69,20,26,20,24,28,24,82,41.0
10,11/12/2021,215,36,40,46,40,35,32,40,27,25,32,24,35,32,70,68,18,26,18,14,19,16,70,37.0
11,11/13/2021,150,77,29,27,69,34,31,39,40,30,36,30,29,42,32,35,36,32,38,38,66,216,27,28.0
12,11/14/2021,211,29,27,17,15,26,23,71,35,31,39,37,29,43,23,20,36,29,31,31,35,46,35,73.0
13,11/15/2021,212,12,14,14,13,28,30,73,40,35,31,44,31,43,32,34,37,28,37,35,30,33,35,66.0
14,11/16/2021,208,27,42,29,33,36,36,70,41,34,32,43,28,52,29,30,34,38,28,36,30,39,36,53.0
15,11/17/2021,219,25,30,34,29,42,39,81,45,35,49,50,45,40,36,43,51,43,33,31,30,21,28,59.0
16,11/18/2021,220,13,12,24,24,22,31,61,29,23,26,29,35,35,35,35,40,37,38,36,23,33,17,58.0
17,11/19/2021,225,22,16,16,11,27,36,75,30,47,47,33,50,44,20,39,41,28,33,24,30,31,27,50.0
18,11/20/2021,228,32,36,29,20,32,27,94,34,37,41,33,26,34,26,36,43,41,32,43,34,19,45,63.0
19,11/21/2021,230,25,25,19,25,32,24,75,32,39,36,44,46,41,43,34,35,32,39,29,31,29,27,71.0
20,11/22/2021,227,14,15,19,26,27,23,72,32,35,38,53,56,38,44,35,33,38,22,32,26,25,24,56.0
21,11/23/2021,229,18,23,24,27,34,20,71,42,27,27,39,42,33,40,42,39,36,31,33,32,43,23,62.0
22,11/24/2021,234,34,23,21,21,21,21,82,56,43,40,42,47,47,38,34,33,30,29,24,22,34,22,66.0
23,11/25/2021,217,17,13,25,24,33,24,63,38,38,38,27,34,37,31,17,27,24,42,29,36,39,14,54.0
24,11/26/2021,215,9,13,21,8,21,19,70,26,24,30,35,34,33,39,25,38,32,16,35,36,39,22,56.0
25,11/27/2021,211,17,19,24,15,32,27,57,34,25,41,36,34,50,31,29,27,34,29,21,22,25,20,57.0
26,11/28/2021,215,35,22,14,16,29,19,56,23,31,35,29,35,28,19,23,27,22,23,23,30,28,17,56.0
27,11/29/2021,219,16,11,18,20,28,17,75,31,30,36,54,33,30,37,28,43,33,34,35,38,43,19,60.0
28,11/30/2021,219,14,15,22,20,33,32,68,38,23,33,38,33,37,33,23,29,25,27,31,27,46,24,63.0
29,12/01/2021,223,28,14,27,31,58,32,63,43,24,41,28,37,33,30,33,42,35,38,28,35,32,29,66.0
30,12/02/2021,220,21,29,21,24,35,24,71,44,29,38,53,38,32,35,46,46,29,35,29,27,31,17,79.0
31,12/03/2021,226,26,27,25,29,41,17,68,41,25,27,24,27,30,34,23,29,39,36,39,25,26,18,65.0
32,12/04/2021,230,35,33,28,31,35,33,78,37,27,39,26,30,32,40,36,46,39,39,37,50,50,43,73.0
33,12/05/2021,224,30,27,31,42,39,39,83,42,42,39,36,33,46,43,47,49,35,39,27,28,35,39,79.0
34,12/06/2021,226,39,34,31,35,48,23,72,51,27,25,34,40,33,30,47,45,28,28,37,34,24,27,73.0
35,12/07/2021,226,34,31,32,24,46,31,86,44,40,33,33,38,40,30,34,44,30,26,22,38,38,26,72.0
36,12/08/2021,209,19,28,18,21,30,25,74,42,32,34,32,31,33,31,33,40,36,25,35,38,39,24,67.0
37,12/09/2021,219,28,39,21,27,35,31,79,36,31,36,37,36,35,29,34,51,38,21,28,31,35,32,67.0
38,12/10/2021,216,18,19,19,20,36,34,66,43,31,32,38,44,31,37,37,47,35,34,36,31,48,25,60.0
39,12/11/2021,210,28,25,24,19,30,28,64,33,35,28,37,32,37,25,23,36,39,35,35,37,36,33,53.0
40,12/12/2021,207,35,25,17,18,28,17,67,30,34,39,29,42,42,28,34,54,36,40,37,26,42,41,62.0
41,12/13/2021,211,23,35,25,23,35,32,65,41,29,34,47,46,36,53,26,46,43,28,30,23,31,24,70.0
42,12/14/2021,237,36,31,30,34,44,37,110,56,48,46,35,42,38,41,32,56,46,38,38,32,39,35,86.0
43,12/15/2021,229,37,26,31,25,44,35,85,58,43,35,34,42,45,35,41,57,52,36,41,30,45,29,75.0
44,12/16/2021,218,28,28,25,28,38,39,87,42,42,33,38,32,27,36,27,50,33,41,40,44,47,43,85.0
45,12/17/2021,234,32,26,30,43,50,48,83,60,46,37,36,30,33,33,34,41,27,47,50,30,39,28,80.0
46,12/18/2021,239,23,15,20,17,33,24,78,37,28,29,30,32,29,29,21,32,39,28,27,22,20,22,69.0
47,12/19/2021,237,17,16,16,14,31,22,67,28,21,24,17,18,24,24,22,47,42,35,34,30,39,32,67.0
48,12/20/2021,239,23,21,14,16,33,56,93,51,56,27,33,37,28,34,32,51,31,43,43,33,40,33,85.0
49,12/21/2021,234,31,31,33,27,46,41,80,55,39,38,38,32,35,36,29,43,28,39,41,30,40,40,81.0
50,12/22/2021,237,35,29,34,27,44,34,91,43,43,38,38,38,47,47,36,47,40,35,44,32,35,36,81.0
51,12/23/2021,245,40,30,32,31,52,51,91,58,41,50,39,45,45,50,51,55,48,55,46,47,52,39,79.0
52,12/24/2021,241,30,33,34,34,45,36,84,47,35,36,32,15,16,26,24,34,22,19,26,25,26,20,65.0
53,12/25/2021,244,40,31,39,29,38,35,89,47,50,35,36,34,35,40,40,42,34,41,30,25,32,25,66.0
54,12/26/2021,231,32,28,31,21,25,27,84,32,34,25,24,32,22,28,33,35,38,45,40,28,37,27,65.0
55,12/27/2021,233,35,26,34,35,41,28,76,51,32,36,31,28,20,28,20,34,20,20,19,25,24,22,37.0
56,12/28/2021,198,22,15,16,12,27,10,52,47,21,25,20,27,8,28,17,19,21,15,19,11,29,23,55.0
57,12/29/2021,222,13,21,29,14,23,12,72,31,10,18,26,27,33,10,22,34,26,20,20,23,22,16,68.0
0,09/02/2021,91,20,21,17,24,21,22,74,42,45,39,33,33,31,42,23,33,22,20,40,36,34,48,86.0
1,09/03/2021,95,24,22,23,20,29,26,70,42,45,40,43,48,46,37,34,35,34,31,42,45,42,40,82.0
2,09/04/2021,83,27,29,16,18,22,21,55,34,46,41,45,44,32,39,22,37,38,20,51,39,34,35,70.0
3,09/05/2021,64,24,20,23,15,29,26,61,36,40,37,40,44,32,37,24,32,25,37,43,40,38,35,63.0
4,09/06/2021,63,17,19,22,15,29,17,59,37,41,27,48,46,35,21,22,46,21,32,51,51,36,43,82.0
5,09/07/2021,74,21,28,20,23,27,27,71,37,43,53,61,51,36,29,40,45,39,23,53,50,65,43,79.0
6,09/08/2021,81,34,41,29,36,32,26,83,50,47,54,58,74,47,39,33,67,32,26,38,65,41,39,78.0
7,09/09/2021,99,36,27,43,28,49,28,74,61,56,34,32,36,35,31,30,42,16,38,38,36,40,56,77.0
8,09/10/2021,78,38,39,41,31,41,48,60,50,40,50,43,52,28,25,47,31,24,33,34,38,32,42,66.0
9,09/11/2021,90,37,19,15,14,26,16,61,26,31,36,35,37,28,44,20,19,14,20,24,40,39,27,68.0
10,09/12/2021,67,26,18,8,17,25,24,52,35,38,43,33,37,19,30,46,43,26,51,40,35,36,36,64.0
11,09/13/2021,58,21,18,20,14,23,22,72,58,49,37,52,48,30,26,23,26,16,34,34,49,39,28,67.0
12,09/14/2021,78,38,25,27,24,34,31,72,57,35,49,41,41,42,31,23,32,20,30,32,14,29,33,57.0
13,09/15/2021,87,31,26,21,25,41,33,80,43,30,30,38,50,32,43,42,36,28,22,39,20,17,26,67.0
14,09/16/2021,81,25,21,24,38,38,33,87,52,63,49,58,69,48,37,26,49,38,38,48,32,37,54,84.0
15,09/17/2021,91,15,14,15,14,13,14,72,36,35,22,20,28,32,39,30,23,29,31,32,39,36,34,63.0
16,09/18/2021,89,19,11,10,8,7,13,70,30,24,26,32,28,13,24,7,25,29,11,24,19,30,25,63.0
17,09/19/2021,65,14,11,18,7,12,17,62,28,25,28,24,25,47,16,21,24,16,15,26,23,28,36,60.0
18,09/20/2021,65,6,8,9,10,26,24,75,41,20,24,50,32,32,45,22,40,22,21,36,33,47,31,60.0
19,09/21/2021,91,18,12,17,9,15,15,74,46,32,45,49,44,31,43,23,27,17,21,30,39,32,24,69.0
20,09/22/2021,89,18,4,27,12,14,16,72,27,26,38,35,27,19,24,16,20,17,32,33,45,30,25,59.0
21,09/23/2021,81,18,22,8,13,18,10,73,35,30,44,40,31,39,31,15,23,22,29,30,34,49,23,57.0
22,09/24/2021,100,23,19,8,8,9,32,68,32,35,29,60,66,46,44,43,36,47,27,43,47,30,28,58.0
23,09/25/2021,75,25,15,25,17,20,27,83,33,33,39,48,39,24,20,34,34,32,23,46,47,35,19,73.0
24,09/26/2021,80,22,14,18,31,19,19,57,28,24,31,39,54,23,38,19,26,29,33,41,35,45,39,54.0
25,09/27/2021,68,14,16,23,27,21,15,74,43,45,39,53,43,28,40,23,40,33,37,35,37,32,39,60.0
26,09/28/2021,82,16,18,28,17,24,21,64,43,39,39,46,41,36,26,29,33,49,37,28,38,41,22,56.0
27,09/29/2021,93,20,16,21,15,20,15,83,47,41,40,32,49,39,32,27,33,32,36,41,28,39,42,74.0
28,09/30/2021,79,20,22,21,19,27,29,81,41,25,29,32,45,31,29,38,42,29,44,42,38,44,47,72.0
29,10/01/2021,84,20,19,40,19,41,23,80,43,23,29,35,32,37,31,29,33,24,32,29,42,36,48,61.0
30,10/02/2021,77,16,33,10,30,24,34,61,46,39,40,45,50,44,19,31,32,28,35,44,36,49,47,75.0
31,10/03/2021,76,14,10,29,16,17,18,64,47,43,47,47,48,56,39,45,31,34,34,47,52,53,52,64.0
32,10/04/2021,65,16,17,28,10,21,27,67,63,46,42,51,29,44,33,26,39,37,26,49,39,46,43,63.0
33,10/05/2021,86,38,24,27,29,33,35,72,55,45,60,45,54,50,38,46,32,30,43,55,44,45,47,57.0
34,10/06/2021,88,52,44,55,32,49,49,81,57,43,54,56,55,58,40,37,40,38,61,57,54,50,51,88.0
35,10/07/2021,90,23,18,27,25,26,52,65,40,46,40,31,33,28,33,23,29,32,30,37,32,31,42,59.0
36,10/08/2021,93,32,20,21,26,25,46,75,34,45,39,38,41,41,39,48,31,33,37,40,30,40,32,74.0
37,10/09/2021,88,24,22,26,21,23,35,63,34,36,44,41,35,37,36,21,20,20,23,34,35,38,21,60.0
38,10/10/2021,56,21,13,8,11,17,25,64,30,21,28,35,35,26,21,32,26,30,26,33,29,30,26,58.0
39,10/11/2021,64,10,14,16,25,16,25,70,33,27,34,27,25,31,16,19,19,18,39,32,28,29,31,51.0
40,10/12/2021,72,17,19,13,18,25,33,62,37,32,41,38,39,39,26,16,24,31,19,26,22,26,30,51.0
41,10/13/2021,76,21,25,19,14,34,29,82,42,39,39,43,54,32,31,28,33,35,28,34,33,37,23,56.0
42,10/14/2021,92,17,15,18,13,25,28,81,53,37,45,49,32,32,31,35,27,31,30,40,38,31,25,69.0
43,10/15/2021,72,26,15,15,9,24,20,72,41,34,48,42,45,35,44,36,31,35,28,35,37,32,29,68.0
44,10/16/2021,79,24,21,17,31,41,25,79,40,42,45,34,39,47,41,33,18,28,31,37,42,26,36,60.0
45,10/17/2021,59,23,27,21,23,21,29,59,35,22,40,40,42,39,23,30,23,37,30,35,51,36,30,63.0
46,10/18/2021,64,22,22,26,26,33,34,59,39,57,33,41,38,24,28,23,22,22,26,26,22,32,39,69.0
47,10/19/2021,95,18,23,23,19,28,33,60,33,27,34,51,36,23,45,36,36,31,33,30,21,43,21,72.0
48,10/20/2021,83,23,29,26,23,29,50,66,34,25,39,37,34,28,50,34,28,35,23,39,34,42,27,75.0
49,10/21/2021,100,24,33,22,30,27,48,77,37,33,34,39,41,40,30,26,37,23,38,38,30,34,36,78.0
50,10/22/2021,72,26,27,27,30,31,42,77,41,35,32,31,32,27,31,34,27,31,31,30,36,29,22,73.0
51,10/23/2021,90,14,15,21,15,29,29,73,33,38,29,29,25,35,31,34,24,28,43,39,32,28,37,75.0
52,10/24/2021,75,25,23,25,18,20,33,77,32,33,31,37,25,35,27,34,19,26,28,43,34,27,16,72.0
53,10/25/2021,72,31,25,26,26,27,42,76,37,24,32,38,37,45,31,20,21,38,33,30,28,22,27,66.0
54,10/26/2021,101,24,13,18,21,24,35,74,32,27,44,45,34,36,37,26,24,42,40,27,34,41,24,60.0
55,10/27/2021,88,20,15,22,19,26,23,78,36,32,32,37,41,26,40,34,30,37,31,28,21,39,12,49.0
56,10/28/2021,76,22,8,20,12,18,29,76,29,30,35,38,29,36,33,25,47,35,34,33,31,28,30,63.0
57,10/29/2021,103,21,33,22,30,29,46,77,44,31,36,33,35,23,25,28,35,29,25,40,27,35,32,68.0
58,10/30/2021,89,27,23,23,23,33,45,78,37,38,39,53,45,38,38,28,26,38,44,43,39,42,34,78.0
