,Date (HE),Time,Price ($),Date,HE,Dispatched
2312,03/12/2022 22,21:17,73.64,2022-03-12,22,11023
2311,03/12/2022 22,21:19,73.96,2022-03-12,22,11093
2310,03/12/2022 22,21:28,73.64,2022-03-12,22,11023
2309,03/12/2022 22,21:52,73.15,2022-03-12,22,10973
2308,03/12/2022 23,22:00,70.41,2022-03-12,23,10688
2307,03/12/2022 23,22:08,65.0,2022-03-12,23,10540
2306,03/12/2022 23,22:16,68.74,2022-03-12,23,10637
2305,03/12/2022 23,22:18,70.41,2022-03-12,23,10688
2304,03/12/2022 23,22:44,74.18,2022-03-12,23,10968
2303,03/12/2022 24,23:00,80.25,2022-03-12,24,10720
2302,03/12/2022 24,23:02,114.0,2022-03-12,24,10893
2301,03/12/2022 24,23:06,189.06,2022-03-12,24,11030
2300,03/12/2022 24,23:08,154.0,2022-03-12,24,10954
2299,03/12/2022 24,23:10,114.0,2022-03-12,24,10893
2298,03/12/2022 24,23:19,105.4,2022-03-12,24,10812
2297,03/12/2022 24,23:22,95.0,2022-03-12,24,10759
2296,03/12/2022 24,23:29,80.25,2022-03-12,24,10720
2295,03/12/2022 24,23:30,74.48,2022-03-12,24,10592
2294,03/12/2022 24,23:32,74.07,2022-03-12,24,10549
2293,03/12/2022 24,23:33,73.91,2022-03-12,24,10459
2292,03/12/2022 24,23:40,73.36,2022-03-12,24,10389
2291,03/12/2022 24,23:52,73.91,2022-03-12,24,10459
2290,03/13/2022 01,24:00,74.07,2022-03-13,01,10568
2289,03/13/2022 01,24:12,73.76,2022-03-13,01,10498
2288,03/13/2022 01,24:37,69.52,2022-03-13,01,10345
2287,03/13/2022 01,24:44,65.81,2022-03-13,01,10249
2286,03/13/2022 01,24:58,67.55,2022-03-13,01,10300
2285,03/13/2022 03,01:00,67.55,2022-03-13,03,10408
2284,03/13/2022 03,01:49,65.0,2022-03-13,03,10313
2283,03/13/2022 03,01:52,60.79,2022-03-13,03,10289
2282,03/13/2022 04,03:00,60.79,2022-03-13,04,10294
2281,03/13/2022 04,03:11,65.0,2022-03-13,04,10356
2280,03/13/2022 04,03:13,65.81,2022-03-13,04,10400
2279,03/13/2022 04,03:44,67.55,2022-03-13,04,10451
2278,03/13/2022 04,03:45,69.52,2022-03-13,04,10496
2277,03/13/2022 04,03:48,69.97,2022-03-13,04,10515
2276,03/13/2022 05,04:00,69.97,2022-03-13,05,10363
2275,03/13/2022 05,04:24,73.11,2022-03-13,05,10453
2274,03/13/2022 05,04:46,72.79,2022-03-13,05,10403
2273,03/13/2022 06,05:00,73.06,2022-03-13,06,10416
2272,03/13/2022 06,05:47,72.76,2022-03-13,06,10386
2271,03/13/2022 07,06:00,72.78,2022-03-13,07,10813
2270,03/13/2022 07,06:03,73.01,2022-03-13,07,10863
2269,03/13/2022 07,06:20,73.6,2022-03-13,07,10913
2268,03/13/2022 07,06:51,73.21,2022-03-13,07,10893
2267,03/13/2022 07,06:55,72.78,2022-03-13,07,10813
2266,03/13/2022 08,07:00,72.99,2022-03-13,08,10962
2265,03/13/2022 08,07:05,70.15,2022-03-13,08,10922
2264,03/13/2022 08,07:07,68.62,2022-03-13,08,10865
2263,03/13/2022 08,07:17,70.15,2022-03-13,08,10922
2262,03/13/2022 08,07:27,72.99,2022-03-13,08,10962
2261,03/13/2022 08,07:35,73.15,2022-03-13,08,11042
2260,03/13/2022 09,08:00,73.29,2022-03-13,09,10816
2259,03/13/2022 09,08:09,73.41,2022-03-13,09,10846
2258,03/13/2022 09,08:21,73.29,2022-03-13,09,10816
2257,03/13/2022 09,08:45,72.82,2022-03-13,09,10765
2256,03/13/2022 09,08:47,70.15,2022-03-13,09,10725
2255,03/13/2022 09,08:50,69.66,2022-03-13,09,10682
2254,03/13/2022 10,09:00,69.66,2022-03-13,10,10910
2253,03/13/2022 10,09:11,70.15,2022-03-13,10,10954
2252,03/13/2022 11,10:00,70.15,2022-03-13,11,11023
2251,03/13/2022 11,10:32,69.66,2022-03-13,11,10979
2250,03/13/2022 11,10:40,68.62,2022-03-13,11,10965
2249,03/13/2022 12,11:00,69.11,2022-03-13,12,10950
2248,03/13/2022 12,11:04,70.15,2022-03-13,12,11007
2247,03/13/2022 13,12:00,70.15,2022-03-13,13,11014
2246,03/13/2022 13,12:31,72.66,2022-03-13,13,11054
2245,03/13/2022 14,13:00,73.32,2022-03-13,14,11144
2244,03/13/2022 14,13:31,70.15,2022-03-13,14,11053
2243,03/13/2022 14,13:39,68.62,2022-03-13,14,10996
2242,03/13/2022 15,14:00,69.66,2022-03-13,15,11005
2241,03/13/2022 15,14:10,66.22,2022-03-13,15,10871
2240,03/13/2022 15,14:33,68.23,2022-03-13,15,10939
2239,03/13/2022 16,15:00,66.22,2022-03-13,16,10959
2238,03/13/2022 16,15:04,65.24,2022-03-13,16,10914
2237,03/13/2022 16,15:13,65.02,2022-03-13,16,10846
2236,03/13/2022 17,16:00,65.0,2022-03-13,17,10800
2235,03/13/2022 17,16:05,63.95,2022-03-13,17,10775
2234,03/13/2022 17,16:20,55.0,2022-03-13,17,10692
2233,03/13/2022 17,16:56,65.22,2022-03-13,17,10880
2232,03/13/2022 18,17:00,65.22,2022-03-13,18,10889
2231,03/13/2022 18,17:24,68.23,2022-03-13,18,11003
2230,03/13/2022 19,18:00,68.23,2022-03-13,19,11032
2229,03/13/2022 19,18:45,69.66,2022-03-13,19,11098
2228,03/13/2022 20,19:00,69.66,2022-03-13,20,11092
2227,03/13/2022 20,19:21,72.72,2022-03-13,20,11175
2226,03/13/2022 20,19:37,72.96,2022-03-13,20,11225
2225,03/13/2022 20,19:52,73.26,2022-03-13,20,11256
2224,03/13/2022 20,19:55,73.05,2022-03-13,20,11255
2223,03/13/2022 21,20:00,73.45,2022-03-13,21,11186
2222,03/13/2022 21,20:07,73.23,2022-03-13,21,11155
2221,03/13/2022 21,20:26,72.67,2022-03-13,21,11105
2220,03/13/2022 21,20:29,70.15,2022-03-13,21,11065
2219,03/13/2022 21,20:35,68.62,2022-03-13,21,11008
2218,03/13/2022 22,21:00,68.62,2022-03-13,22,10820
2217,03/13/2022 22,21:16,66.22,2022-03-13,22,10768
2216,03/13/2022 22,21:39,65.0,2022-03-13,22,10723
2215,03/13/2022 22,21:46,63.95,2022-03-13,22,10695
2214,03/13/2022 22,21:52,63.45,2022-03-13,22,10695
2213,03/13/2022 23,22:00,63.45,2022-03-13,23,10632
2212,03/13/2022 23,22:10,63.25,2022-03-13,23,10563
2211,03/13/2022 23,22:21,55.0,2022-03-13,23,10480
2210,03/13/2022 23,22:40,52.2,2022-03-13,23,10445
2209,03/13/2022 23,22:44,50.21,2022-03-13,23,10407
2208,03/13/2022 24,23:00,54.62,2022-03-13,24,10478
2207,03/13/2022 24,23:08,54.31,2022-03-13,24,10408
2206,03/13/2022 24,23:12,52.46,2022-03-13,24,10348
2205,03/13/2022 24,23:34,54.31,2022-03-13,24,10408
2204,03/13/2022 24,23:38,54.62,2022-03-13,24,10478
2203,03/13/2022 24,23:47,55.7,2022-03-13,24,10575
2202,03/13/2022 24,23:50,60.0,2022-03-13,24,10610
2201,03/13/2022 24,23:51,63.95,2022-03-13,24,10673
2200,03/14/2022 01,24:00,114.0,2022-03-14,01,11014
2199,03/14/2022 01,24:05,111.0,2022-03-14,01,10974
2198,03/14/2022 01,24:15,105.4,2022-03-14,01,10939
2197,03/14/2022 01,24:17,95.0,2022-03-14,01,10902
2196,03/14/2022 01,24:20,72.66,2022-03-14,01,10476
2195,03/14/2022 01,24:33,69.91,2022-03-14,01,10386
2194,03/14/2022 01,24:37,67.91,2022-03-14,01,10327
2193,03/14/2022 01,24:45,66.21,2022-03-14,01,10276
2192,03/14/2022 02,01:00,66.21,2022-03-14,02,10262
2191,03/14/2022 02,01:03,69.66,2022-03-14,02,10327
2190,03/14/2022 03,02:00,69.66,2022-03-14,03,10331
2189,03/14/2022 03,02:03,67.91,2022-03-14,03,10317
2188,03/14/2022 03,02:41,66.21,2022-03-14,03,10266
2187,03/14/2022 04,03:00,66.21,2022-03-14,04,10225
2186,03/14/2022 04,03:42,63.95,2022-03-14,04,10181
2185,03/14/2022 04,03:48,62.07,2022-03-14,04,10181
2184,03/14/2022 04,03:53,60.0,2022-03-14,04,10113
2183,03/14/2022 05,04:00,60.0,2022-03-14,05,10113
2182,03/14/2022 05,04:05,55.37,2022-03-14,05,9985
2181,03/14/2022 05,04:15,48.27,2022-03-14,05,9681
2180,03/14/2022 05,04:28,52.81,2022-03-14,05,9851
2179,03/14/2022 05,04:41,52.2,2022-03-14,05,9766
2178,03/14/2022 06,05:00,50.18,2022-03-14,06,9732
2177,03/14/2022 06,05:05,52.2,2022-03-14,06,9853
2176,03/14/2022 06,05:11,52.2,2022-03-14,06,9853
2175,03/14/2022 06,05:33,53.92,2022-03-14,06,9913
2174,03/14/2022 06,05:39,60.0,2022-03-14,06,10115
2173,03/14/2022 07,06:00,62.07,2022-03-14,07,10158
2172,03/14/2022 07,06:19,66.21,2022-03-14,07,10265
2171,03/14/2022 08,07:00,70.96,2022-03-14,08,10618
2170,03/14/2022 08,07:04,72.99,2022-03-14,08,10658
2169,03/14/2022 08,07:08,73.15,2022-03-14,08,10738
2168,03/14/2022 08,07:27,74.11,2022-03-14,08,10828
2167,03/14/2022 09,08:00,74.34,2022-03-14,09,10584
2166,03/14/2022 09,08:30,73.92,2022-03-14,09,10444
2165,03/14/2022 10,09:00,74.23,2022-03-14,10,10578
2164,03/14/2022 10,09:08,75.81,2022-03-14,10,10620
2163,03/14/2022 10,09:19,79.71,2022-03-14,10,10675
2162,03/14/2022 11,10:00,79.71,2022-03-14,11,10506
2161,03/14/2022 11,10:31,80.36,2022-03-14,11,10551
2160,03/14/2022 11,10:40,85.0,2022-03-14,11,10566
2159,03/14/2022 11,10:44,73.93,2022-03-14,11,10339
2158,03/14/2022 12,11:00,73.8,2022-03-14,12,10493
2157,03/14/2022 12,11:06,73.02,2022-03-14,12,10443
2156,03/14/2022 12,11:08,70.01,2022-03-14,12,10351
2155,03/14/2022 12,11:11,60.0,2022-03-14,12,10197
2154,03/14/2022 12,11:14,58.5,2022-03-14,12,10066
2153,03/14/2022 12,11:29,59.61,2022-03-14,12,10162
2152,03/14/2022 12,11:45,66.75,2022-03-14,12,10242
2151,03/14/2022 13,12:00,72.66,2022-03-14,13,10388
2150,03/14/2022 13,12:11,73.37,2022-03-14,13,10468
2149,03/14/2022 13,12:40,72.66,2022-03-14,13,10388
2148,03/14/2022 14,13:00,72.98,2022-03-14,14,10521
2147,03/14/2022 14,13:06,69.66,2022-03-14,14,10435
2146,03/14/2022 14,13:11,60.0,2022-03-14,14,10301
2145,03/14/2022 14,13:12,59.0,2022-03-14,14,10201
2144,03/14/2022 15,14:00,59.61,2022-03-14,15,10143
2143,03/14/2022 15,14:25,48.6,2022-03-14,15,10017
2142,03/14/2022 15,14:36,52.2,2022-03-14,15,10075
2141,03/14/2022 15,14:44,59.61,2022-03-14,15,10143
2140,03/14/2022 16,15:00,52.2,2022-03-14,16,10139
2139,03/14/2022 16,15:04,48.27,2022-03-14,16,10057
2138,03/14/2022 17,16:00,48.27,2022-03-14,17,10100
2137,03/14/2022 17,16:17,49.85,2022-03-14,17,10149
2136,03/14/2022 18,17:00,45.0,2022-03-14,18,9978
2135,03/14/2022 18,17:26,48.27,2022-03-14,18,10058
2134,03/14/2022 18,17:38,48.6,2022-03-14,18,10082
2133,03/14/2022 18,17:43,52.2,2022-03-14,18,10142
2132,03/14/2022 19,18:00,52.2,2022-03-14,19,10158
2131,03/14/2022 19,18:03,51.36,2022-03-14,19,10122
2130,03/14/2022 19,18:12,49.85,2022-03-14,19,10055
2129,03/14/2022 19,18:14,48.6,2022-03-14,19,10031
2128,03/14/2022 20,19:00,59.95,2022-03-14,20,10146
2127,03/14/2022 20,19:10,51.36,2022-03-14,20,10043
2126,03/14/2022 20,19:47,52.2,2022-03-14,20,10080
2125,03/14/2022 21,20:00,59.95,2022-03-14,21,10054
2124,03/14/2022 21,20:22,60.0,2022-03-14,21,10089
2123,03/14/2022 21,20:48,65.0,2022-03-14,21,10107
2122,03/14/2022 21,20:53,66.75,2022-03-14,21,10152
2121,03/14/2022 22,21:00,70.01,2022-03-14,22,10076
2120,03/14/2022 22,21:05,72.83,2022-03-14,22,10118
2119,03/14/2022 22,21:09,70.01,2022-03-14,22,10076
2118,03/14/2022 22,21:18,69.66,2022-03-14,22,10033
2117,03/14/2022 22,21:23,68.61,2022-03-14,22,10024
2116,03/14/2022 22,21:27,66.75,2022-03-14,22,9972
2115,03/14/2022 22,21:30,60.0,2022-03-14,22,9927
2114,03/14/2022 22,21:31,59.95,2022-03-14,22,9892
2113,03/14/2022 23,22:00,60.0,2022-03-14,23,9880
2112,03/14/2022 23,22:10,59.95,2022-03-14,23,9845
2111,03/14/2022 24,23:00,59.95,2022-03-14,24,9767
2110,03/14/2022 24,23:13,55.7,2022-03-14,24,9704
2109,03/14/2022 24,23:20,54.62,2022-03-14,24,9607
2108,03/14/2022 24,23:31,54.31,2022-03-14,24,9537
