,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
1220,04/20/2020 22,29.2,32.32,9135.0
1221,04/20/2020 23,23.52,32.3,8942.0
1222,04/20/2020 24,16.96,32.27,8643.0
1223,04/21/2020 01,14.99,32.24,8444.0
1224,04/21/2020 02,14.24,32.22,8337.0
1225,04/21/2020 03,11.87,32.19,8238.0
1226,04/21/2020 04,0.0,32.14,8186.0
1227,04/21/2020 05,0.62,32.1,8207.0
1228,04/21/2020 06,13.38,32.07,8300.0
1229,04/21/2020 07,15.2,32.05,8448.0
1230,04/21/2020 08,16.47,32.02,8714.0
1231,04/21/2020 09,23.26,32.01,8941.0
1232,04/21/2020 10,29.74,32.01,9046.0
1233,04/21/2020 11,28.9,32.0,9150.0
1234,04/21/2020 12,29.85,32.0,9267.0
1235,04/21/2020 13,31.05,31.99,9263.0
1236,04/21/2020 14,28.95,31.99,9265.0
1237,04/21/2020 15,28.94,31.98,9240.0
1238,04/21/2020 16,26.79,31.97,9132.0
1239,04/21/2020 17,25.34,31.96,9122.0
1240,04/21/2020 18,24.37,31.93,9137.0
1241,04/21/2020 19,20.32,31.89,8948.0
1242,04/21/2020 20,18.04,31.87,8810.0
1243,04/21/2020 21,17.11,31.84,8810.0
1244,04/21/2020 22,21.42,31.82,8902.0
1245,04/21/2020 23,19.19,31.81,8686.0
1246,04/21/2020 24,14.26,31.79,8417.0
1247,04/22/2020 01,15.93,31.78,8205.0
1248,04/22/2020 02,18.09,31.76,8117.0
1249,04/22/2020 03,19.46,31.75,8060.0
1250,04/22/2020 04,24.03,31.74,8045.0
1251,04/22/2020 05,29.01,31.74,8104.0
1252,04/22/2020 06,29.56,31.74,8188.0
1253,04/22/2020 07,33.5,31.74,8358.0
1254,04/22/2020 08,32.6,31.74,8622.0
1255,04/22/2020 09,33.86,31.74,8889.0
1256,04/22/2020 10,33.83,31.74,9003.0
1257,04/22/2020 11,33.26,31.74,9097.0
1258,04/22/2020 12,29.08,31.72,9211.0
1259,04/22/2020 13,32.42,31.72,9276.0
1260,04/22/2020 14,29.31,31.71,9264.0
1261,04/22/2020 15,31.71,31.71,9220.0
1262,04/22/2020 16,31.82,31.71,9162.0
1263,04/22/2020 17,30.98,31.71,9198.0
1264,04/22/2020 18,33.74,31.71,9207.0
1265,04/22/2020 19,33.57,31.71,9037.0
1266,04/22/2020 20,30.3,31.71,8864.0
1267,04/22/2020 21,31.38,31.72,8854.0
1268,04/22/2020 22,33.64,31.72,8938.0
1269,04/22/2020 23,33.63,31.73,8742.0
1270,04/22/2020 24,32.17,31.73,8466.0
1271,04/23/2020 01,30.24,31.72,8301.0
1272,04/23/2020 02,30.03,31.72,8222.0
1273,04/23/2020 03,29.78,31.73,8163.0
1274,04/23/2020 04,30.38,31.73,8184.0
1275,04/23/2020 05,30.37,31.73,8209.0
1276,04/23/2020 06,31.78,31.73,8322.0
1277,04/23/2020 07,32.96,31.73,8473.0
1278,04/23/2020 08,32.34,31.73,8687.0
1279,04/23/2020 09,34.56,31.73,8935.0
1280,04/23/2020 10,35.04,31.71,9078.0
1281,04/23/2020 11,35.08,31.65,9171.0
1282,04/23/2020 12,35.06,31.59,9263.0
1283,04/23/2020 13,35.0,31.51,9288.0
1284,04/23/2020 14,35.4,31.41,9286.0
1285,04/23/2020 15,34.74,31.33,9247.0
1286,04/23/2020 16,33.66,31.29,9234.0
1287,04/23/2020 17,32.69,31.27,9254.0
1288,04/23/2020 18,33.11,31.27,9267.0
1289,04/23/2020 19,31.04,31.26,9094.0
1290,04/23/2020 20,31.12,31.26,9006.0
1291,04/23/2020 21,29.57,31.25,9006.0
1292,04/23/2020 22,31.98,31.22,9025.0
1293,04/23/2020 23,29.16,31.22,8850.0
1294,04/23/2020 24,30.12,31.21,8574.0
1295,04/24/2020 01,29.64,31.21,8371.0
1296,04/24/2020 02,29.2,31.2,8272.0
1297,04/24/2020 03,28.58,31.2,8211.0
1298,04/24/2020 04,28.92,31.19,8203.0
1299,04/24/2020 05,28.57,31.19,8239.0
1300,04/24/2020 06,29.06,31.18,8348.0
1301,04/24/2020 07,29.5,31.18,8503.0
1302,04/24/2020 08,29.17,31.17,8731.0
1303,04/24/2020 09,32.27,31.16,8934.0
1304,04/24/2020 10,33.21,31.15,9026.0
1305,04/24/2020 11,34.58,31.15,9107.0
1306,04/24/2020 12,35.06,31.14,9157.0
1307,04/24/2020 13,35.01,31.13,9171.0
1308,04/24/2020 14,34.83,31.11,9150.0
1309,04/24/2020 15,34.84,31.1,9086.0
1310,04/24/2020 16,33.52,31.09,9029.0
1311,04/24/2020 17,33.23,31.08,9003.0
1312,04/24/2020 18,33.16,31.07,9032.0
1313,04/24/2020 19,32.97,31.06,8894.0
1314,04/24/2020 20,33.18,31.05,8796.0
1315,04/24/2020 21,33.15,31.05,8763.0
1316,04/24/2020 22,33.1,31.04,8851.0
1317,04/24/2020 23,33.04,31.04,8650.0
1318,04/24/2020 24,31.08,31.04,8448.0
1319,04/25/2020 01,29.15,31.04,8297.0
1320,04/25/2020 02,28.95,31.04,8239.0
1321,04/25/2020 03,27.74,31.04,8149.0
1322,04/25/2020 04,27.92,31.04,8120.0
1323,04/25/2020 05,28.97,31.04,8140.0
1324,04/25/2020 06,28.57,31.04,8164.0
1325,04/25/2020 07,28.98,31.03,8173.0
1326,04/25/2020 08,30.07,31.03,8286.0
1327,04/25/2020 09,33.12,31.03,8400.0
1328,04/25/2020 10,33.0,31.03,8517.0
1329,04/25/2020 11,30.45,31.02,8629.0
1330,04/25/2020 12,29.06,31.02,8734.0
1331,04/25/2020 13,29.57,31.01,8762.0
1332,04/25/2020 14,28.75,31.01,8731.0
1333,04/25/2020 15,29.49,31.0,8711.0
1334,04/25/2020 16,29.45,31.0,8710.0
1335,04/25/2020 17,29.43,31.0,8763.0
1336,04/25/2020 18,29.49,30.99,8852.0
1337,04/25/2020 19,27.91,30.98,8792.0
1338,04/25/2020 20,28.89,30.97,8690.0
1339,04/25/2020 21,28.73,30.97,8653.0
1340,04/25/2020 22,24.6,30.96,8723.0
1341,04/25/2020 23,19.43,30.95,8584.0
1342,04/25/2020 24,15.83,30.94,8359.0
1343,04/26/2020 01,14.48,30.92,8174.0
1344,04/26/2020 02,14.27,30.9,8074.0
1345,04/26/2020 03,13.25,30.87,8006.0
1346,04/26/2020 04,13.31,30.84,8045.0
1347,04/26/2020 05,14.64,30.81,8082.0
1348,04/26/2020 06,14.96,30.78,8103.0
1349,04/26/2020 07,16.79,30.75,8110.0
1350,04/26/2020 08,15.66,30.73,8185.0
1351,04/26/2020 09,17.66,30.7,8391.0
1352,04/26/2020 10,18.76,30.67,8603.0
1353,04/26/2020 11,17.71,30.65,8748.0
1354,04/26/2020 12,15.92,30.62,8812.0
1355,04/26/2020 13,16.18,30.59,8846.0
1356,04/26/2020 14,15.73,30.57,8826.0
1357,04/26/2020 15,17.36,30.55,8809.0
1358,04/26/2020 16,26.41,30.53,8814.0
1359,04/26/2020 17,29.0,30.53,8913.0
1360,04/26/2020 18,29.56,30.52,9004.0
1361,04/26/2020 19,30.86,30.51,8934.0
1362,04/26/2020 20,29.62,30.51,8757.0
1363,04/26/2020 21,29.56,30.51,8817.0
1364,04/26/2020 22,29.53,30.51,8906.0
1365,04/26/2020 23,29.61,30.53,8702.0
1366,04/26/2020 24,28.12,30.53,8464.0
1367,04/27/2020 01,27.55,30.54,8312.0
1368,04/27/2020 02,28.83,30.55,8214.0
1369,04/27/2020 03,28.25,30.57,8156.0
1370,04/27/2020 04,28.1,30.58,8148.0
1371,04/27/2020 05,29.01,30.59,8215.0
1372,04/27/2020 06,28.88,30.6,8322.0
1373,04/27/2020 07,23.55,30.61,8502.0
1374,04/27/2020 08,22.93,30.61,8781.0
1375,04/27/2020 09,27.96,30.61,8993.0
1376,04/27/2020 10,29.04,30.61,9075.0
1377,04/27/2020 11,29.56,30.61,9210.0
1378,04/27/2020 12,29.63,30.6,9300.0
1379,04/27/2020 13,29.46,30.59,9364.0
1380,04/27/2020 14,29.51,30.59,9373.0
1381,04/27/2020 15,29.55,30.58,9360.0
1382,04/27/2020 16,29.54,30.57,9349.0
1383,04/27/2020 17,29.59,30.57,9307.0
1384,04/27/2020 18,29.46,30.56,9232.0
1385,04/27/2020 19,20.16,30.55,9046.0
1386,04/27/2020 20,15.5,30.52,8884.0
1387,04/27/2020 21,16.32,30.5,8863.0
1388,04/27/2020 22,20.39,30.48,8936.0
1389,04/27/2020 23,20.22,30.46,8767.0
1390,04/27/2020 24,17.58,30.44,8503.0
1391,04/28/2020 01,17.65,30.42,8322.0
1392,04/28/2020 02,17.52,30.4,8231.0
1393,04/28/2020 03,16.39,30.39,8184.0
1394,04/28/2020 04,17.23,30.37,8209.0
1395,04/28/2020 05,16.02,30.35,8255.0
1396,04/28/2020 06,17.17,30.34,8349.0
1397,04/28/2020 07,19.37,30.32,8479.0
1398,04/28/2020 08,23.21,30.32,8760.0
1399,04/28/2020 09,29.54,30.33,8963.0
1400,04/28/2020 10,32.23,30.33,9057.0
1401,04/28/2020 11,32.66,30.33,9106.0
1402,04/28/2020 12,30.69,30.32,9166.0
1403,04/28/2020 13,29.69,30.32,9197.0
1404,04/28/2020 14,29.74,30.31,9209.0
1405,04/28/2020 15,29.5,30.31,9191.0
1406,04/28/2020 16,27.19,30.3,9173.0
1407,04/28/2020 17,25.25,30.29,9222.0
1408,04/28/2020 18,28.56,30.28,9269.0
1409,04/28/2020 19,26.83,30.29,9076.0
1410,04/28/2020 20,23.83,30.28,8916.0
1411,04/28/2020 21,23.53,30.26,8868.0
1412,04/28/2020 22,24.24,30.25,8913.0
1413,04/28/2020 23,20.86,30.24,8704.0
1414,04/28/2020 24,16.74,30.21,8396.0
1415,04/29/2020 01,16.63,30.19,8201.0
1416,04/29/2020 02,16.63,30.17,8095.0
1417,04/29/2020 03,18.73,30.15,8050.0
1418,04/29/2020 04,20.93,30.13,8080.0
1419,04/29/2020 05,22.89,30.11,8128.0
1420,04/29/2020 06,23.02,30.09,8199.0
1421,04/29/2020 07,29.42,30.07,8376.0
1422,04/29/2020 08,29.17,30.06,8614.0
1423,04/29/2020 09,32.05,30.05,8862.0
1424,04/29/2020 10,33.26,30.01,8969.0
1425,04/29/2020 11,34.53,29.93,9053.0
1426,04/29/2020 12,34.71,29.79,9136.0
1427,04/29/2020 13,34.66,29.22,9200.0
1428,04/29/2020 14,34.79,29.18,9176.0
1429,04/29/2020 15,34.79,29.17,9158.0
1430,04/29/2020 16,34.45,29.17,9152.0
1431,04/29/2020 17,34.28,29.17,9163.0
1432,04/29/2020 18,34.2,29.17,9178.0
1433,04/29/2020 19,33.17,29.17,9009.0
1434,04/29/2020 20,32.26,29.17,8890.0
1435,04/29/2020 21,31.27,29.17,8852.0
1436,04/29/2020 22,28.97,29.17,8907.0
1437,04/29/2020 23,26.88,29.18,8734.0
1438,04/29/2020 24,26.16,29.19,8454.0
1439,04/30/2020 01,26.8,29.19,8236.0
1440,04/30/2020 02,23.36,29.18,8096.0
1441,04/30/2020 03,17.81,29.16,7981.0
1442,04/30/2020 04,17.3,29.15,7955.0
1443,04/30/2020 05,12.46,29.12,7909.0
1444,04/30/2020 06,16.15,29.1,8050.0
1445,04/30/2020 07,20.15,29.08,8215.0
1446,04/30/2020 08,26.04,29.07,8561.0
1447,04/30/2020 09,28.96,29.08,8824.0
1448,04/30/2020 10,29.01,29.09,9000.0
1449,04/30/2020 11,28.4,29.09,9164.0
1450,04/30/2020 12,28.61,29.09,9247.0
1451,04/30/2020 13,26.46,29.08,9307.0
1452,04/30/2020 14,25.94,29.07,9302.0
1453,04/30/2020 15,24.5,29.06,9258.0
1454,04/30/2020 16,24.98,29.05,9205.0
1455,04/30/2020 17,24.46,29.03,9181.0
1456,04/30/2020 18,23.89,29.02,9200.0
1457,04/30/2020 19,17.44,29.0,9033.0
1458,04/30/2020 20,16.4,28.98,8897.0
1459,04/30/2020 21,18.53,28.96,8775.0
1460,04/30/2020 22,23.45,28.95,8796.0
1461,04/30/2020 23,21.35,28.93,8638.0
1462,04/30/2020 24,17.88,28.92,8378.0
1463,05/01/2020 01,18.86,28.9,8186.0
1464,05/01/2020 02,23.54,28.89,8083.0
1465,05/01/2020 03,24.02,28.89,8056.0
1466,05/01/2020 04,25.96,28.88,8057.0
1467,05/01/2020 05,28.84,28.88,8082.0
1468,05/01/2020 06,30.23,28.88,8174.0
1469,05/01/2020 07,28.38,28.87,8276.0
1470,05/01/2020 08,24.19,28.86,8534.0
1471,05/01/2020 09,28.44,28.86,8732.0
1472,05/01/2020 10,26.5,28.86,8846.0
1473,05/01/2020 11,25.07,28.85,8912.0
1474,05/01/2020 12,28.69,28.85,8980.0
1475,05/01/2020 13,28.85,28.85,9004.0
1476,05/01/2020 14,27.21,28.85,8992.0
1477,05/01/2020 15,25.67,28.84,8964.0
1478,05/01/2020 16,27.32,28.83,8934.0
1479,05/01/2020 17,28.18,28.82,8916.0
1480,05/01/2020 18,29.31,28.82,8900.0
1481,05/01/2020 19,28.96,28.82,8787.0
1482,05/01/2020 20,28.35,28.81,8715.0
1483,05/01/2020 21,28.5,28.8,8638.0
1484,05/01/2020 22,29.15,28.8,8692.0
1485,05/01/2020 23,29.24,28.79,8603.0
1486,05/01/2020 24,29.15,28.78,8388.0
1487,05/02/2020 01,28.94,28.78,8239.0
1488,05/02/2020 02,26.99,28.77,8104.0
1489,05/02/2020 03,25.79,28.76,8013.0
1490,05/02/2020 04,28.89,28.75,7986.0
1491,05/02/2020 05,28.96,28.75,7971.0
1492,05/02/2020 06,29.14,28.74,7953.0
1493,05/02/2020 07,29.25,28.73,7916.0
1494,05/02/2020 08,28.95,28.73,8008.0
1495,05/02/2020 09,29.3,28.72,8181.0
1496,05/02/2020 10,32.7,28.72,8323.0
1497,05/02/2020 11,34.16,28.72,8432.0
1498,05/02/2020 12,33.23,28.72,8520.0
1499,05/02/2020 13,33.17,28.72,8539.0
1500,05/02/2020 14,32.91,28.72,8535.0
1501,05/02/2020 15,30.65,28.71,8504.0
1502,05/02/2020 16,30.65,28.7,8497.0
1503,05/02/2020 17,30.66,28.7,8564.0
1504,05/02/2020 18,32.18,28.69,8622.0
1505,05/02/2020 19,32.78,28.69,8573.0
1506,05/02/2020 20,30.9,28.69,8512.0
1507,05/02/2020 21,30.09,28.69,8473.0
1508,05/02/2020 22,30.32,28.68,8544.0
1509,05/02/2020 23,30.09,28.67,8482.0
1510,05/02/2020 24,30.66,28.67,8290.0
1511,05/03/2020 01,29.16,28.66,8114.0
1512,05/03/2020 02,25.14,28.66,8005.0
1513,05/03/2020 03,25.64,28.65,7903.0
1514,05/03/2020 04,17.43,28.64,7842.0
1515,05/03/2020 05,16.47,28.62,7852.0
1516,05/03/2020 06,21.82,28.61,7860.0
1517,05/03/2020 07,21.1,28.6,7768.0
1518,05/03/2020 08,15.08,28.58,7852.0
1519,05/03/2020 09,12.97,28.56,8069.0
1520,05/03/2020 10,14.08,28.53,8286.0
1521,05/03/2020 11,14.22,28.5,8473.0
1522,05/03/2020 12,14.12,28.48,8569.0
1523,05/03/2020 13,14.89,28.45,8595.0
1524,05/03/2020 14,0.0,28.41,8574.0
1525,05/03/2020 15,16.1,28.39,8614.0
1526,05/03/2020 16,19.21,28.38,8672.0
1527,05/03/2020 17,19.54,28.36,8797.0
1528,05/03/2020 18,19.64,28.35,8877.0
1529,05/03/2020 19,19.21,28.34,8796.0
1530,05/03/2020 20,20.21,28.32,8746.0
1531,05/03/2020 21,19.21,28.31,8762.0
1532,05/03/2020 22,19.19,28.3,8751.0
1533,05/03/2020 23,18.62,28.28,8564.0
1534,05/03/2020 24,14.61,28.26,8335.0
1535,05/04/2020 01,14.61,28.24,8142.0
1536,05/04/2020 02,17.09,28.23,8106.0
1537,05/04/2020 03,25.8,28.23,7995.0
1538,05/04/2020 04,29.16,28.23,8011.0
1539,05/04/2020 05,29.2,28.23,8053.0
1540,05/04/2020 06,26.27,28.23,8160.0
1541,05/04/2020 07,28.84,28.23,8326.0
1542,05/04/2020 08,28.97,28.23,8616.0
1543,05/04/2020 09,29.97,28.23,8868.0
1544,05/04/2020 10,24.86,28.21,9046.0
1545,05/04/2020 11,28.97,28.21,9120.0
1546,05/04/2020 12,29.18,28.21,9184.0
1547,05/04/2020 13,29.09,28.2,9182.0
1548,05/04/2020 14,25.67,28.19,9173.0
1549,05/04/2020 15,25.46,28.18,9159.0
1550,05/04/2020 16,25.8,28.17,9139.0
1551,05/04/2020 17,26.95,28.16,9135.0
1552,05/04/2020 18,30.9,28.15,9119.0
1553,05/04/2020 19,29.19,28.14,8948.0
1554,05/04/2020 20,29.26,28.14,8818.0
1555,05/04/2020 21,29.13,28.13,8688.0
1556,05/04/2020 22,29.18,28.12,8732.0
1557,05/04/2020 23,29.21,28.12,8592.0
1558,05/04/2020 24,29.14,28.12,8318.0
1559,05/05/2020 01,28.76,28.12,8103.0
1560,05/05/2020 02,27.74,28.12,7968.0
1561,05/05/2020 03,27.99,28.13,7890.0
1562,05/05/2020 04,28.39,28.13,7900.0
1563,05/05/2020 05,29.23,28.14,7968.0
1564,05/05/2020 06,29.24,28.14,7991.0
1565,05/05/2020 07,29.15,28.15,8134.0
1566,05/05/2020 08,29.26,28.15,8433.0
1567,05/05/2020 09,32.51,28.15,8681.0
1568,05/05/2020 10,32.63,28.15,8720.0
1569,05/05/2020 11,32.75,28.16,8759.0
1570,05/05/2020 12,34.21,28.17,8800.0
1571,05/05/2020 13,34.32,28.17,8828.0
1572,05/05/2020 14,33.13,28.17,8808.0
1573,05/05/2020 15,30.8,28.16,8779.0
1574,05/05/2020 16,30.67,28.16,8775.0
1575,05/05/2020 17,30.91,28.15,8781.0
1576,05/05/2020 18,30.93,28.14,8775.0
1577,05/05/2020 19,30.52,28.14,8601.0
1578,05/05/2020 20,29.06,28.13,8476.0
1579,05/05/2020 21,28.56,28.12,8397.0
1580,05/05/2020 22,27.03,28.11,8463.0
1581,05/05/2020 23,23.98,28.1,8352.0
1582,05/05/2020 24,23.42,28.09,8123.0
1583,05/06/2020 01,23.77,28.08,7966.0
1584,05/06/2020 02,21.88,28.07,7834.0
1585,05/06/2020 03,18.26,28.05,7758.0
1586,05/06/2020 04,21.63,28.04,7724.0
1587,05/06/2020 05,23.55,28.03,7718.0
1588,05/06/2020 06,23.77,28.01,7794.0
1589,05/06/2020 07,23.86,28.0,7932.0
1590,05/06/2020 08,26.0,27.99,8265.0
1591,05/06/2020 09,31.25,27.98,8522.0
1592,05/06/2020 10,31.87,27.98,8646.0
1593,05/06/2020 11,29.23,27.96,8729.0
1594,05/06/2020 12,29.13,27.95,8831.0
1595,05/06/2020 13,29.23,27.94,8875.0
1596,05/06/2020 14,29.25,27.93,8881.0
1597,05/06/2020 15,29.21,27.92,8858.0
1598,05/06/2020 16,29.18,27.92,8869.0
1599,05/06/2020 17,30.81,27.92,8899.0
1600,05/06/2020 18,29.26,27.92,8898.0
1601,05/06/2020 19,29.09,27.92,8723.0
1602,05/06/2020 20,27.53,27.92,8612.0
1603,05/06/2020 21,27.12,27.92,8515.0
1604,05/06/2020 22,28.29,27.93,8516.0
1605,05/06/2020 23,25.67,27.93,8355.0
1606,05/06/2020 24,21.98,27.94,8081.0
1607,05/07/2020 01,17.75,27.93,7938.0
1608,05/07/2020 02,18.52,27.93,7873.0
1609,05/07/2020 03,23.43,27.94,7808.0
1610,05/07/2020 04,23.48,27.95,7796.0
1611,05/07/2020 05,23.82,27.96,7854.0
1612,05/07/2020 06,26.05,27.97,7949.0
1613,05/07/2020 07,27.6,27.98,8134.0
1614,05/07/2020 08,30.29,27.99,8518.0
1615,05/07/2020 09,30.9,28.0,8720.0
1616,05/07/2020 10,33.34,28.02,8858.0
1617,05/07/2020 11,33.38,28.03,8894.0
1618,05/07/2020 12,33.39,28.03,8944.0
1619,05/07/2020 13,33.27,28.03,8971.0
1620,05/07/2020 14,33.36,28.03,8984.0
1621,05/07/2020 15,33.21,28.03,8962.0
1622,05/07/2020 16,32.29,28.04,8924.0
1623,05/07/2020 17,30.84,28.03,9001.0
1624,05/07/2020 18,26.77,28.03,9039.0
1625,05/07/2020 19,28.46,28.03,8897.0
1626,05/07/2020 20,27.52,28.02,8804.0
1627,05/07/2020 21,26.44,28.01,8774.0
1628,05/07/2020 22,29.64,28.01,8794.0
1629,05/07/2020 23,32.96,28.01,8592.0
1630,05/07/2020 24,32.35,28.01,8346.0
1631,05/08/2020 01,30.96,28.01,8173.0
1632,05/08/2020 02,30.92,28.02,8067.0
1633,05/08/2020 03,30.68,28.02,8016.0
1634,05/08/2020 04,30.62,28.02,8012.0
1635,05/08/2020 05,26.56,28.02,8033.0
1636,05/08/2020 06,24.13,28.01,8105.0
1637,05/08/2020 07,23.25,28.01,8320.0
1638,05/08/2020 08,24.84,28.0,8667.0
1639,05/08/2020 09,23.33,28.0,8971.0
1640,05/08/2020 10,24.62,27.98,9148.0
1641,05/08/2020 11,23.79,27.97,9215.0
1642,05/08/2020 12,23.62,27.95,9215.0
1643,05/08/2020 13,26.1,27.94,9211.0
1644,05/08/2020 14,27.67,27.94,9181.0
1645,05/08/2020 15,30.49,27.94,9162.0
1646,05/08/2020 16,28.37,27.94,9100.0
1647,05/08/2020 17,27.17,27.94,9094.0
1648,05/08/2020 18,30.21,27.94,9045.0
1649,05/08/2020 19,29.56,27.94,8801.0
1650,05/08/2020 20,30.14,27.94,8687.0
1651,05/08/2020 21,32.69,27.95,8657.0
1652,05/08/2020 22,33.21,27.95,8779.0
1653,05/08/2020 23,33.06,27.95,8731.0
1654,05/08/2020 24,32.75,27.95,8491.0
1655,05/09/2020 01,30.13,27.95,8323.0
1656,05/09/2020 02,29.62,27.95,8199.0
1657,05/09/2020 03,29.65,27.95,8124.0
1658,05/09/2020 04,29.62,27.96,8082.0
1659,05/09/2020 05,29.73,27.97,8032.0
1660,05/09/2020 06,29.74,27.98,8027.0
1661,05/09/2020 07,29.61,27.98,8000.0
1662,05/09/2020 08,29.53,28.0,8116.0
1663,05/09/2020 09,31.4,28.01,8329.0
1664,05/09/2020 10,31.82,28.02,8489.0
1665,05/09/2020 11,33.28,28.02,8552.0
1666,05/09/2020 12,30.26,28.03,8634.0
1667,05/09/2020 13,29.67,28.03,8665.0
1668,05/09/2020 14,27.7,28.03,8654.0
1669,05/09/2020 15,28.4,28.02,8622.0
1670,05/09/2020 16,28.18,28.02,8621.0
1671,05/09/2020 17,28.24,28.02,8667.0
1672,05/09/2020 18,31.0,28.02,8775.0
1673,05/09/2020 19,33.28,28.02,8742.0
1674,05/09/2020 20,29.79,28.02,8601.0
1675,05/09/2020 21,29.72,28.01,8573.0
1676,05/09/2020 22,32.98,28.02,8653.0
1677,05/09/2020 23,31.72,28.02,8602.0
1678,05/09/2020 24,28.69,28.02,8390.0
1679,05/10/2020 01,24.75,28.01,8207.0
1680,05/10/2020 02,26.36,28.01,8094.0
1681,05/10/2020 03,25.41,28.02,8005.0
1682,05/10/2020 04,25.2,28.02,8001.0
1683,05/10/2020 05,24.87,28.01,8008.0
1684,05/10/2020 06,26.75,28.01,8032.0
1685,05/10/2020 07,25.41,28.01,8013.0
1686,05/10/2020 08,26.27,28.03,8164.0
1687,05/10/2020 09,25.45,28.04,8368.0
1688,05/10/2020 10,22.5,28.04,8515.0
1689,05/10/2020 11,23.75,28.04,8616.0
1690,05/10/2020 12,23.75,28.04,8695.0
1691,05/10/2020 13,23.75,28.04,8741.0
1692,05/10/2020 14,21.15,28.04,8685.0
1693,05/10/2020 15,22.8,28.04,8620.0
1694,05/10/2020 16,24.17,28.05,8625.0
1695,05/10/2020 17,26.59,28.06,8745.0
1696,05/10/2020 18,29.09,28.05,8806.0
1697,05/10/2020 19,29.1,28.05,8722.0
1698,05/10/2020 20,29.09,28.05,8653.0
1699,05/10/2020 21,30.21,28.05,8668.0
1700,05/10/2020 22,32.26,28.05,8731.0
1701,05/10/2020 23,31.68,28.06,8665.0
1702,05/10/2020 24,29.1,28.05,8416.0
1703,05/11/2020 01,29.07,28.04,8234.0
1704,05/11/2020 02,26.67,28.04,8116.0
1705,05/11/2020 03,26.11,28.03,8044.0
1706,05/11/2020 04,26.11,28.03,8009.0
1707,05/11/2020 05,26.18,28.03,8036.0
1708,05/11/2020 06,27.44,28.03,8152.0
1709,05/11/2020 07,28.95,28.04,8356.0
1710,05/11/2020 08,28.86,28.06,8676.0
1711,05/11/2020 09,27.82,28.07,8940.0
1712,05/11/2020 10,29.47,28.08,9029.0
1713,05/11/2020 11,28.98,28.09,9082.0
1714,05/11/2020 12,28.96,28.09,9099.0
1715,05/11/2020 13,28.93,28.1,9102.0
1716,05/11/2020 14,28.93,28.11,9105.0
1717,05/11/2020 15,28.98,28.12,9082.0
1718,05/11/2020 16,28.96,28.12,9063.0
1719,05/11/2020 17,29.02,28.12,9101.0
1720,05/11/2020 18,31.86,28.12,9068.0
1721,05/11/2020 19,32.87,28.13,8955.0
1722,05/11/2020 20,32.88,28.13,8853.0
1723,05/11/2020 21,32.87,28.13,8798.0
1724,05/11/2020 22,32.72,28.13,8877.0
1725,05/11/2020 23,29.02,28.12,8767.0
1726,05/11/2020 24,27.72,28.11,8501.0
1727,05/12/2020 01,22.29,28.1,8336.0
1728,05/12/2020 02,4.14,28.07,8246.0
1729,05/12/2020 03,16.77,28.05,8222.0
1730,05/12/2020 04,18.11,28.04,8250.0
1731,05/12/2020 05,19.46,28.03,8278.0
1732,05/12/2020 06,21.71,28.03,8335.0
1733,05/12/2020 07,24.59,28.03,8470.0
1734,05/12/2020 08,23.51,28.02,8706.0
1735,05/12/2020 09,24.78,28.02,8913.0
1736,05/12/2020 10,20.31,28.01,9014.0
1737,05/12/2020 11,19.73,27.99,9083.0
1738,05/12/2020 12,22.62,27.98,9135.0
1739,05/12/2020 13,22.94,27.98,9117.0
1740,05/12/2020 14,24.67,27.97,9084.0
1741,05/12/2020 15,25.56,27.97,9071.0
1742,05/12/2020 16,28.27,27.96,9082.0
1743,05/12/2020 17,28.94,27.95,9064.0
1744,05/12/2020 18,32.76,27.95,9071.0
1745,05/12/2020 19,33.72,27.96,8952.0
1746,05/12/2020 20,34.04,27.96,8838.0
1747,05/12/2020 21,33.77,27.96,8750.0
1748,05/12/2020 22,34.24,27.96,8813.0
1749,05/12/2020 23,33.7,27.96,8724.0
1750,05/12/2020 24,32.8,27.96,8484.0
1751,05/13/2020 01,30.05,27.95,8317.0
1752,05/13/2020 02,29.59,27.95,8249.0
1753,05/13/2020 03,29.42,27.96,8208.0
1754,05/13/2020 04,29.19,27.96,8155.0
1755,05/13/2020 05,28.5,27.95,8165.0
1756,05/13/2020 06,29.47,27.95,8251.0
1757,05/13/2020 07,29.52,27.94,8373.0
1758,05/13/2020 08,29.56,27.94,8605.0
1759,05/13/2020 09,29.59,27.93,8867.0
1760,05/13/2020 10,29.31,27.92,8974.0
1761,05/13/2020 11,28.74,27.91,8998.0
1762,05/13/2020 12,27.41,27.9,9032.0
1763,05/13/2020 13,29.33,27.89,9064.0
1764,05/13/2020 14,29.66,27.88,9040.0
1765,05/13/2020 15,28.34,27.87,8980.0
1766,05/13/2020 16,24.73,27.85,8946.0
1767,05/13/2020 17,22.5,27.83,8970.0
1768,05/13/2020 18,28.86,27.82,9014.0
1769,05/13/2020 19,30.53,27.82,8886.0
1770,05/13/2020 20,33.72,27.82,8788.0
1771,05/13/2020 21,33.69,27.82,8756.0
1772,05/13/2020 22,31.44,27.81,8785.0
1773,05/13/2020 23,28.17,27.81,8733.0
1774,05/13/2020 24,21.49,27.8,8502.0
1775,05/14/2020 01,17.5,27.79,8290.0
1776,05/14/2020 02,2.71,27.75,8220.0
1777,05/14/2020 03,0.0,27.71,8171.0
