,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
3910,08/10/2020 24,20.79,59.72,8621.0
3911,08/11/2020 01,17.59,59.71,8354.0
3912,08/11/2020 02,19.5,59.72,8202.0
3913,08/11/2020 03,21.04,59.73,8086.0
3914,08/11/2020 04,19.96,59.74,8026.0
3915,08/11/2020 05,19.51,59.75,7976.0
3916,08/11/2020 06,21.85,59.76,8100.0
3917,08/11/2020 07,28.22,59.78,8252.0
3918,08/11/2020 08,29.23,59.8,8559.0
3919,08/11/2020 09,32.69,59.82,8895.0
3920,08/11/2020 10,34.41,59.84,9092.0
3921,08/11/2020 11,35.73,59.85,9278.0
3922,08/11/2020 12,35.86,59.86,9435.0
3923,08/11/2020 13,38.04,59.88,9550.0
3924,08/11/2020 14,45.64,59.91,9611.0
3925,08/11/2020 15,42.86,59.94,9648.0
3926,08/11/2020 16,38.74,59.96,9707.0
3927,08/11/2020 17,38.18,59.97,9731.0
3928,08/11/2020 18,36.98,59.99,9767.0
3929,08/11/2020 19,35.23,60.0,9543.0
3930,08/11/2020 20,31.27,60.01,9340.0
3931,08/11/2020 21,29.27,60.02,9200.0
3932,08/11/2020 22,29.85,60.03,9210.0
3933,08/11/2020 23,29.31,60.03,8986.0
3934,08/11/2020 24,31.41,60.03,8668.0
3935,08/12/2020 01,29.36,60.03,8436.0
3936,08/12/2020 02,28.23,60.03,8293.0
3937,08/12/2020 03,26.36,60.04,8226.0
3938,08/12/2020 04,22.35,60.04,8175.0
3939,08/12/2020 05,20.11,60.04,8224.0
3940,08/12/2020 06,23.4,60.05,8295.0
3941,08/12/2020 07,28.91,60.06,8485.0
3942,08/12/2020 08,29.28,60.08,8726.0
3943,08/12/2020 09,29.17,60.08,8941.0
3944,08/12/2020 10,29.2,60.09,9087.0
3945,08/12/2020 11,30.43,60.1,9190.0
3946,08/12/2020 12,35.87,60.11,9290.0
3947,08/12/2020 13,36.18,60.12,9329.0
3948,08/12/2020 14,36.37,60.14,9370.0
3949,08/12/2020 15,36.37,60.15,9408.0
3950,08/12/2020 16,37.43,60.17,9461.0
3951,08/12/2020 17,36.98,60.18,9510.0
3952,08/12/2020 18,36.27,60.18,9562.0
3953,08/12/2020 19,33.54,60.19,9389.0
3954,08/12/2020 20,29.82,60.19,9247.0
3955,08/12/2020 21,28.83,60.2,9030.0
3956,08/12/2020 22,29.31,60.19,9026.0
3957,08/12/2020 23,26.61,60.18,8921.0
3958,08/12/2020 24,16.1,60.16,8623.0
3959,08/13/2020 01,7.4,60.14,8369.0
3960,08/13/2020 02,4.97,60.12,8254.0
3961,08/13/2020 03,21.02,60.13,8152.0
3962,08/13/2020 04,21.26,60.14,8111.0
3963,08/13/2020 05,25.15,60.16,8129.0
3964,08/13/2020 06,27.88,60.18,8286.0
3965,08/13/2020 07,29.75,60.19,8516.0
3966,08/13/2020 08,34.33,60.22,8744.0
3967,08/13/2020 09,31.94,60.23,8959.0
3968,08/13/2020 10,33.71,60.23,9144.0
3969,08/13/2020 11,29.76,60.22,9342.0
3970,08/13/2020 12,31.62,60.22,9481.0
3971,08/13/2020 13,35.54,60.22,9555.0
3972,08/13/2020 14,35.47,60.22,9617.0
3973,08/13/2020 15,35.66,60.22,9614.0
3974,08/13/2020 16,35.63,60.23,9648.0
3975,08/13/2020 17,37.79,60.23,9700.0
3976,08/13/2020 18,38.22,60.24,9696.0
3977,08/13/2020 19,37.84,60.25,9518.0
3978,08/13/2020 20,35.11,60.25,9340.0
3979,08/13/2020 21,29.92,60.24,9224.0
3980,08/13/2020 22,35.03,60.24,9246.0
3981,08/13/2020 23,31.05,60.24,9009.0
3982,08/13/2020 24,28.1,60.24,8666.0
3983,08/14/2020 01,23.07,60.23,8456.0
3984,08/14/2020 02,19.06,60.21,8361.0
3985,08/14/2020 03,17.14,60.19,8288.0
3986,08/14/2020 04,16.78,60.18,8199.0
3987,08/14/2020 05,17.13,60.16,8191.0
3988,08/14/2020 06,21.38,60.14,8305.0
3989,08/14/2020 07,23.98,60.13,8450.0
3990,08/14/2020 08,28.98,60.13,8739.0
3991,08/14/2020 09,30.98,60.13,9032.0
3992,08/14/2020 10,34.3,60.13,9213.0
3993,08/14/2020 11,34.63,60.12,9345.0
3994,08/14/2020 12,36.37,60.12,9477.0
3995,08/14/2020 13,36.01,60.12,9571.0
3996,08/14/2020 14,36.44,60.12,9668.0
3997,08/14/2020 15,34.73,60.12,9676.0
3998,08/14/2020 16,34.58,60.12,9668.0
3999,08/14/2020 17,34.41,60.13,9642.0
4000,08/14/2020 18,34.88,60.13,9663.0
4001,08/14/2020 19,37.26,60.13,9524.0
4002,08/14/2020 20,35.98,60.13,9296.0
4003,08/14/2020 21,33.96,60.14,9118.0
4004,08/14/2020 22,34.29,60.05,9142.0
4005,08/14/2020 23,34.24,59.59,9010.0
4006,08/14/2020 24,31.03,59.58,8731.0
4007,08/15/2020 01,29.08,59.57,8468.0
4008,08/15/2020 02,23.13,59.55,8316.0
4009,08/15/2020 03,22.78,59.54,8210.0
4010,08/15/2020 04,20.66,59.53,8135.0
4011,08/15/2020 05,21.83,59.52,8116.0
4012,08/15/2020 06,22.69,59.51,8094.0
4013,08/15/2020 07,23.36,59.5,8099.0
4014,08/15/2020 08,20.36,59.49,8187.0
4015,08/15/2020 09,28.51,59.49,8409.0
4016,08/15/2020 10,30.82,59.48,8698.0
4017,08/15/2020 11,33.89,59.48,8913.0
4018,08/15/2020 12,37.94,59.47,9000.0
4019,08/15/2020 13,44.93,59.49,9128.0
4020,08/15/2020 14,38.45,59.49,9213.0
4021,08/15/2020 15,36.42,59.49,9296.0
4022,08/15/2020 16,36.28,59.49,9382.0
4023,08/15/2020 17,37.2,59.49,9499.0
4024,08/15/2020 18,37.22,59.49,9572.0
4025,08/15/2020 19,35.04,59.5,9505.0
4026,08/15/2020 20,34.55,59.5,9377.0
4027,08/15/2020 21,33.82,59.51,9209.0
4028,08/15/2020 22,33.26,59.51,9179.0
4029,08/15/2020 23,33.33,59.52,8982.0
4030,08/15/2020 24,33.38,59.53,8691.0
4031,08/16/2020 01,29.09,59.53,8408.0
4032,08/16/2020 02,26.61,59.53,8217.0
4033,08/16/2020 03,25.18,59.53,8086.0
4034,08/16/2020 04,24.32,59.53,8057.0
4035,08/16/2020 05,25.35,59.53,8083.0
4036,08/16/2020 06,26.04,59.53,8103.0
4037,08/16/2020 07,24.58,59.52,8059.0
4038,08/16/2020 08,20.24,59.51,8150.0
4039,08/16/2020 09,21.69,59.5,8372.0
4040,08/16/2020 10,28.84,59.5,8631.0
4041,08/16/2020 11,30.17,59.49,8896.0
4042,08/16/2020 12,33.79,59.49,9136.0
4043,08/16/2020 13,36.17,59.48,9354.0
4044,08/16/2020 14,38.9,59.49,9474.0
4045,08/16/2020 15,39.0,59.49,9583.0
4046,08/16/2020 16,48.58,59.5,9714.0
4047,08/16/2020 17,565.3,60.24,9676.0
4048,08/16/2020 18,262.33,60.56,9713.0
4049,08/16/2020 19,107.48,60.67,9778.0
4050,08/16/2020 20,133.23,60.81,9719.0
4051,08/16/2020 21,38.96,60.83,9579.0
4052,08/16/2020 22,42.08,60.85,9571.0
4053,08/16/2020 23,37.08,60.88,9327.0
4054,08/16/2020 24,35.97,60.9,8925.0
4055,08/17/2020 01,31.28,60.92,8589.0
4056,08/17/2020 02,32.67,60.96,8410.0
4057,08/17/2020 03,30.09,60.98,8290.0
4058,08/17/2020 04,30.0,60.99,8202.0
4059,08/17/2020 05,29.94,61.0,8189.0
4060,08/17/2020 06,29.96,61.02,8303.0
4061,08/17/2020 07,30.02,61.03,8458.0
4062,08/17/2020 08,32.34,61.05,8797.0
4063,08/17/2020 09,31.09,61.06,9144.0
4064,08/17/2020 10,32.82,61.07,9385.0
4065,08/17/2020 11,37.92,61.08,9655.0
4066,08/17/2020 12,42.99,61.1,9905.0
4067,08/17/2020 13,57.63,61.14,10068.0
4068,08/17/2020 14,80.78,61.21,10158.0
4069,08/17/2020 15,475.08,61.83,10179.0
4070,08/17/2020 16,543.53,62.54,10204.0
4071,08/17/2020 17,281.22,62.89,10201.0
4072,08/17/2020 18,90.56,62.98,10167.0
4073,08/17/2020 19,42.32,62.99,10025.0
4074,08/17/2020 20,37.55,63.01,9906.0
4075,08/17/2020 21,34.35,63.01,9726.0
4076,08/17/2020 22,31.93,63.01,9619.0
4077,08/17/2020 23,38.68,63.03,9271.0
4078,08/17/2020 24,44.97,63.05,8848.0
4079,08/18/2020 01,37.33,63.06,8568.0
4080,08/18/2020 02,34.54,63.07,8370.0
4081,08/18/2020 03,30.22,63.08,8241.0
4082,08/18/2020 04,30.14,63.09,8186.0
4083,08/18/2020 05,30.21,63.1,8198.0
4084,08/18/2020 06,30.63,63.11,8286.0
4085,08/18/2020 07,34.98,63.13,8411.0
4086,08/18/2020 08,33.45,63.15,8689.0
4087,08/18/2020 09,38.24,63.17,9094.0
4088,08/18/2020 10,39.91,63.19,9425.0
4089,08/18/2020 11,39.86,63.2,9731.0
4090,08/18/2020 12,40.2,63.21,10024.0
4091,08/18/2020 13,40.04,63.22,10192.0
4092,08/18/2020 14,93.53,63.31,10241.0
4093,08/18/2020 15,100.49,63.4,10316.0
4094,08/18/2020 16,424.43,63.93,10395.0
4095,08/18/2020 17,60.99,63.97,10430.0
4096,08/18/2020 18,52.96,63.99,10392.0
4097,08/18/2020 19,41.18,63.99,10296.0
4098,08/18/2020 20,46.75,64.01,10181.0
4099,08/18/2020 21,38.38,64.02,9937.0
4100,08/18/2020 22,39.49,64.03,9824.0
4101,08/18/2020 23,35.22,64.05,9462.0
4102,08/18/2020 24,35.94,64.06,9036.0
4103,08/19/2020 01,30.18,64.06,8711.0
4104,08/19/2020 02,30.04,64.07,8490.0
4105,08/19/2020 03,28.99,64.08,8325.0
4106,08/19/2020 04,24.84,64.09,8275.0
4107,08/19/2020 05,27.5,64.1,8279.0
4108,08/19/2020 06,29.51,64.12,8364.0
4109,08/19/2020 07,30.18,64.12,8513.0
4110,08/19/2020 08,30.22,64.12,8836.0
4111,08/19/2020 09,32.86,64.12,9117.0
4112,08/19/2020 10,33.95,64.12,9316.0
4113,08/19/2020 11,35.68,64.13,9544.0
4114,08/19/2020 12,39.29,64.13,9740.0
4115,08/19/2020 13,45.38,64.14,9861.0
4116,08/19/2020 14,45.95,64.15,9945.0
4117,08/19/2020 15,201.7,64.38,9963.0
4118,08/19/2020 16,280.53,64.71,9948.0
4119,08/19/2020 17,675.23,65.57,9961.0
4120,08/19/2020 18,716.19,66.47,9957.0
4121,08/19/2020 19,263.08,66.79,9784.0
4122,08/19/2020 20,39.75,66.79,9703.0
4123,08/19/2020 21,38.33,66.79,9538.0
4124,08/19/2020 22,34.44,66.79,9535.0
4125,08/19/2020 23,31.92,66.78,9275.0
4126,08/19/2020 24,29.96,66.77,8900.0
4127,08/20/2020 01,27.82,66.76,8601.0
4128,08/20/2020 02,29.46,66.77,8372.0
4129,08/20/2020 03,30.03,66.77,8203.0
4130,08/20/2020 04,28.24,66.77,8130.0
4131,08/20/2020 05,28.59,66.77,8149.0
4132,08/20/2020 06,29.63,66.78,8147.0
4133,08/20/2020 07,30.46,66.78,8341.0
4134,08/20/2020 08,29.98,66.79,8639.0
4135,08/20/2020 09,32.91,66.8,8965.0
4136,08/20/2020 10,37.79,66.81,9253.0
4137,08/20/2020 11,39.84,66.81,9490.0
4138,08/20/2020 12,41.26,66.83,9723.0
4139,08/20/2020 13,41.08,66.84,9875.0
4140,08/20/2020 14,36.12,66.84,9976.0
4141,08/20/2020 15,39.47,66.84,9992.0
4142,08/20/2020 16,39.55,66.84,9996.0
4143,08/20/2020 17,39.5,66.85,9976.0
4144,08/20/2020 18,34.48,66.84,9918.0
4145,08/20/2020 19,28.26,66.83,9714.0
4146,08/20/2020 20,25.78,66.82,9530.0
4147,08/20/2020 21,28.36,66.81,9446.0
4148,08/20/2020 22,27.43,66.8,9392.0
4149,08/20/2020 23,17.32,66.78,9180.0
4150,08/20/2020 24,20.42,66.76,8849.0
4151,08/21/2020 01,23.12,66.75,8546.0
4152,08/21/2020 02,24.74,66.75,8363.0
4153,08/21/2020 03,23.09,66.74,8230.0
4154,08/21/2020 04,24.85,66.74,8200.0
4155,08/21/2020 05,26.52,66.74,8207.0
4156,08/21/2020 06,28.88,66.75,8274.0
4157,08/21/2020 07,28.88,66.75,8457.0
4158,08/21/2020 08,29.17,66.75,8744.0
4159,08/21/2020 09,31.43,66.75,9057.0
4160,08/21/2020 10,35.08,66.75,9291.0
4161,08/21/2020 11,36.36,66.76,9538.0
4162,08/21/2020 12,37.44,66.76,9727.0
4163,08/21/2020 13,39.74,66.76,9846.0
4164,08/21/2020 14,39.8,66.75,9922.0
4165,08/21/2020 15,39.78,66.75,9960.0
4166,08/21/2020 16,58.81,65.88,10012.0
4167,08/21/2020 17,44.4,65.26,10055.0
4168,08/21/2020 18,36.6,64.7,10015.0
4169,08/21/2020 19,36.54,64.58,9835.0
4170,08/21/2020 20,34.76,64.46,9657.0
4171,08/21/2020 21,34.63,64.45,9445.0
4172,08/21/2020 22,33.01,64.45,9386.0
4173,08/21/2020 23,32.1,64.44,9140.0
4174,08/21/2020 24,30.91,64.43,8825.0
4175,08/22/2020 01,30.01,64.42,8579.0
4176,08/22/2020 02,29.44,64.42,8383.0
4177,08/22/2020 03,29.35,64.42,8239.0
4178,08/22/2020 04,28.32,64.41,8136.0
4179,08/22/2020 05,27.58,64.41,8148.0
4180,08/22/2020 06,25.65,64.4,8159.0
4181,08/22/2020 07,26.19,64.39,8262.0
4182,08/22/2020 08,25.71,64.38,8426.0
4183,08/22/2020 09,25.92,64.37,8648.0
4184,08/22/2020 10,26.75,64.35,8869.0
4185,08/22/2020 11,27.36,64.34,9035.0
4186,08/22/2020 12,29.33,64.32,9123.0
4187,08/22/2020 13,29.4,64.31,9148.0
4188,08/22/2020 14,29.36,64.3,9089.0
4189,08/22/2020 15,29.38,64.29,9078.0
4190,08/22/2020 16,30.49,64.28,9116.0
4191,08/22/2020 17,33.65,64.27,9203.0
4192,08/22/2020 18,36.47,64.28,9280.0
4193,08/22/2020 19,35.7,64.29,9203.0
4194,08/22/2020 20,31.94,64.29,9021.0
4195,08/22/2020 21,29.36,64.29,8916.0
4196,08/22/2020 22,29.32,64.29,8918.0
4197,08/22/2020 23,29.16,64.29,8716.0
4198,08/22/2020 24,29.33,64.29,8437.0
4199,08/23/2020 01,29.39,64.29,8184.0
4200,08/23/2020 02,29.46,64.29,8003.0
4201,08/23/2020 03,29.29,64.29,7959.0
4202,08/23/2020 04,29.01,64.28,7887.0
4203,08/23/2020 05,28.36,64.28,7802.0
4204,08/23/2020 06,28.52,64.28,7882.0
4205,08/23/2020 07,28.99,64.28,7873.0
4206,08/23/2020 08,29.0,64.28,7928.0
4207,08/23/2020 09,29.41,64.27,8131.0
4208,08/23/2020 10,31.73,64.28,8397.0
4209,08/23/2020 11,33.94,64.28,8599.0
4210,08/23/2020 12,34.76,64.29,8806.0
4211,08/23/2020 13,34.58,64.29,8936.0
4212,08/23/2020 14,34.51,64.3,8935.0
4213,08/23/2020 15,34.43,64.31,8985.0
4214,08/23/2020 16,34.5,64.32,9062.0
4215,08/23/2020 17,34.85,64.32,9207.0
4216,08/23/2020 18,36.91,64.33,9363.0
4217,08/23/2020 19,35.26,64.35,9319.0
4218,08/23/2020 20,31.58,64.36,9156.0
4219,08/23/2020 21,30.77,64.38,9063.0
4220,08/23/2020 22,31.33,64.4,9123.0
4221,08/23/2020 23,29.62,64.4,8842.0
4222,08/23/2020 24,27.81,64.4,8481.0
4223,08/24/2020 01,22.39,64.4,8247.0
4224,08/24/2020 02,21.86,64.39,8105.0
4225,08/24/2020 03,26.07,64.4,8030.0
4226,08/24/2020 04,26.55,64.41,7958.0
4227,08/24/2020 05,26.39,64.42,7995.0
4228,08/24/2020 06,26.46,64.41,8159.0
4229,08/24/2020 07,28.48,64.41,8322.0
4230,08/24/2020 08,21.49,64.4,8513.0
4231,08/24/2020 09,28.53,64.4,8877.0
4232,08/24/2020 10,29.52,64.4,9147.0
4233,08/24/2020 11,31.37,64.4,9403.0
4234,08/24/2020 12,33.34,64.4,9552.0
4235,08/24/2020 13,33.51,64.39,9670.0
4236,08/24/2020 14,34.2,64.39,9773.0
4237,08/24/2020 15,34.09,64.4,9786.0
4238,08/24/2020 16,34.21,64.4,9866.0
4239,08/24/2020 17,37.21,64.4,9944.0
4240,08/24/2020 18,35.88,64.4,9932.0
4241,08/24/2020 19,34.32,64.4,9737.0
4242,08/24/2020 20,31.17,64.4,9468.0
4243,08/24/2020 21,28.9,64.39,9283.0
4244,08/24/2020 22,28.26,64.38,9216.0
4245,08/24/2020 23,26.82,64.37,8926.0
4246,08/24/2020 24,20.4,64.35,8627.0
4247,08/25/2020 01,23.14,64.34,8357.0
4248,08/25/2020 02,23.64,64.33,8208.0
4249,08/25/2020 03,24.18,64.32,8097.0
4250,08/25/2020 04,23.07,64.31,8012.0
4251,08/25/2020 05,22.31,64.3,7994.0
4252,08/25/2020 06,24.41,64.3,8112.0
4253,08/25/2020 07,25.3,64.29,8299.0
4254,08/25/2020 08,28.54,64.29,8577.0
4255,08/25/2020 09,29.04,64.29,8843.0
4256,08/25/2020 10,32.31,64.29,9036.0
4257,08/25/2020 11,32.08,64.28,9227.0
4258,08/25/2020 12,35.69,64.28,9434.0
4259,08/25/2020 13,36.84,64.29,9507.0
4260,08/25/2020 14,36.84,64.26,9627.0
4261,08/25/2020 15,36.92,64.25,9692.0
4262,08/25/2020 16,46.99,64.26,9708.0
4263,08/25/2020 17,46.9,64.27,9777.0
4264,08/25/2020 18,37.91,64.27,9816.0
4265,08/25/2020 19,36.0,64.28,9650.0
4266,08/25/2020 20,34.87,64.28,9465.0
4267,08/25/2020 21,33.98,64.28,9307.0
4268,08/25/2020 22,34.16,64.28,9271.0
4269,08/25/2020 23,32.4,64.28,8901.0
4270,08/25/2020 24,28.4,64.28,8481.0
4271,08/26/2020 01,27.85,64.28,8228.0
4272,08/26/2020 02,24.49,64.27,8059.0
4273,08/26/2020 03,21.41,64.27,8041.0
4274,08/26/2020 04,24.98,64.27,7938.0
4275,08/26/2020 05,16.73,64.25,7753.0
4276,08/26/2020 06,19.47,64.24,7887.0
4277,08/26/2020 07,27.41,64.24,8099.0
4278,08/26/2020 08,28.79,64.25,8377.0
4279,08/26/2020 09,30.08,64.25,8722.0
4280,08/26/2020 10,33.0,64.26,8995.0
4281,08/26/2020 11,34.07,64.26,9219.0
4282,08/26/2020 12,35.24,64.26,9428.0
4283,08/26/2020 13,35.39,64.26,9572.0
4284,08/26/2020 14,39.19,64.26,9647.0
4285,08/26/2020 15,39.16,64.27,9782.0
4286,08/26/2020 16,52.18,64.22,9841.0
4287,08/26/2020 17,52.0,63.24,9880.0
4288,08/26/2020 18,112.61,62.4,9808.0
4289,08/26/2020 19,67.55,61.48,9594.0
4290,08/26/2020 20,40.83,60.67,9430.0
4291,08/26/2020 21,38.53,60.64,9299.0
4292,08/26/2020 22,35.85,60.63,9281.0
4293,08/26/2020 23,34.01,60.63,8945.0
4294,08/26/2020 24,31.09,60.63,8634.0
4295,08/27/2020 01,28.98,60.62,8374.0
4296,08/27/2020 02,28.99,60.62,8253.0
4297,08/27/2020 03,28.65,60.62,8155.0
4298,08/27/2020 04,28.6,60.63,8117.0
4299,08/27/2020 05,28.8,60.64,8157.0
4300,08/27/2020 06,28.92,60.64,8211.0
4301,08/27/2020 07,31.33,60.64,8449.0
4302,08/27/2020 08,31.38,60.65,8783.0
4303,08/27/2020 09,34.09,60.65,9034.0
4304,08/27/2020 10,34.21,60.65,9185.0
4305,08/27/2020 11,34.66,60.65,9313.0
4306,08/27/2020 12,34.87,60.64,9447.0
4307,08/27/2020 13,37.93,60.36,9524.0
4308,08/27/2020 14,42.86,59.62,9552.0
4309,08/27/2020 15,69.09,58.77,9582.0
4310,08/27/2020 16,177.05,58.62,9449.0
4311,08/27/2020 17,76.92,58.08,9477.0
4312,08/27/2020 18,140.28,57.59,9389.0
4313,08/27/2020 19,38.34,56.98,9236.0
4314,08/27/2020 20,35.36,56.82,9121.0
4315,08/27/2020 21,34.77,56.82,9079.0
4316,08/27/2020 22,37.76,56.82,9111.0
4317,08/27/2020 23,34.66,56.82,8858.0
4318,08/27/2020 24,34.54,56.82,8558.0
4319,08/28/2020 01,30.65,56.83,8305.0
4320,08/28/2020 02,29.74,56.83,8174.0
4321,08/28/2020 03,29.71,56.83,8083.0
4322,08/28/2020 04,29.06,56.84,8026.0
4323,08/28/2020 05,28.76,56.85,8061.0
4324,08/28/2020 06,29.54,56.86,8176.0
4325,08/28/2020 07,29.79,56.86,8387.0
4326,08/28/2020 08,30.25,56.86,8656.0
4327,08/28/2020 09,34.6,56.87,8939.0
4328,08/28/2020 10,35.15,56.86,9147.0
4329,08/28/2020 11,34.72,56.86,9270.0
4330,08/28/2020 12,34.72,56.62,9294.0
4331,08/28/2020 13,34.51,56.37,9351.0
4332,08/28/2020 14,34.59,55.83,9412.0
4333,08/28/2020 15,36.25,54.81,9442.0
4334,08/28/2020 16,37.5,53.78,9457.0
4335,08/28/2020 17,37.55,52.79,9513.0
4336,08/28/2020 18,37.65,51.8,9498.0
4337,08/28/2020 19,36.63,50.82,9302.0
4338,08/28/2020 20,34.17,50.63,9050.0
4339,08/28/2020 21,32.1,50.62,9008.0
4340,08/28/2020 22,32.69,50.62,8984.0
4341,08/28/2020 23,29.77,50.61,8771.0
4342,08/28/2020 24,27.42,50.6,8501.0
4343,08/29/2020 01,23.54,50.59,8251.0
4344,08/29/2020 02,25.11,50.58,8123.0
4345,08/29/2020 03,21.91,50.57,8074.0
4346,08/29/2020 04,20.37,50.55,8087.0
4347,08/29/2020 05,26.15,50.55,8060.0
4348,08/29/2020 06,25.15,50.54,8083.0
4349,08/29/2020 07,23.3,50.53,8148.0
4350,08/29/2020 08,5.99,50.5,8221.0
4351,08/29/2020 09,17.67,50.48,8395.0
4352,08/29/2020 10,23.81,50.46,8599.0
4353,08/29/2020 11,23.33,50.42,8732.0
4354,08/29/2020 12,21.61,50.24,8860.0
4355,08/29/2020 13,23.54,49.67,8886.0
4356,08/29/2020 14,22.24,48.66,8822.0
4357,08/29/2020 15,25.61,47.66,8761.0
4358,08/29/2020 16,28.82,46.66,8750.0
4359,08/29/2020 17,32.97,45.67,8821.0
4360,08/29/2020 18,34.15,44.81,8889.0
4361,08/29/2020 19,34.01,44.17,8807.0
4362,08/29/2020 20,31.6,43.64,8700.0
4363,08/29/2020 21,29.35,43.6,8676.0
4364,08/29/2020 22,32.32,43.58,8684.0
4365,08/29/2020 23,28.86,43.57,8443.0
4366,08/29/2020 24,27.14,43.56,8192.0
4367,08/30/2020 01,19.36,43.53,8028.0
4368,08/30/2020 02,23.16,43.53,7899.0
4369,08/30/2020 03,22.11,43.52,7791.0
4370,08/30/2020 04,19.08,43.5,7763.0
4371,08/30/2020 05,18.33,43.49,7788.0
4372,08/30/2020 06,1.27,43.45,7849.0
4373,08/30/2020 07,8.03,43.41,7887.0
4374,08/30/2020 08,17.91,43.39,7921.0
4375,08/30/2020 09,24.37,43.37,8103.0
4376,08/30/2020 10,27.89,43.36,8276.0
4377,08/30/2020 11,29.21,43.34,8463.0
4378,08/30/2020 12,29.42,43.22,8647.0
4379,08/30/2020 13,33.81,43.15,8704.0
4380,08/30/2020 14,29.73,43.12,8698.0
4381,08/30/2020 15,29.84,43.1,8750.0
4382,08/30/2020 16,29.89,42.47,8816.0
4383,08/30/2020 17,30.96,41.76,8920.0
4384,08/30/2020 18,31.08,41.57,8997.0
4385,08/30/2020 19,29.1,41.55,8887.0
4386,08/30/2020 20,29.69,41.54,8767.0
4387,08/30/2020 21,29.58,41.54,8767.0
4388,08/30/2020 22,28.47,41.54,8756.0
4389,08/30/2020 23,24.48,41.53,8528.0
4390,08/30/2020 24,20.35,41.51,8184.0
4391,08/31/2020 01,18.03,41.49,7964.0
4392,08/31/2020 02,18.22,41.48,7912.0
4393,08/31/2020 03,18.22,41.46,7855.0
4394,08/31/2020 04,18.17,41.45,7817.0
4395,08/31/2020 05,17.87,41.43,7877.0
4396,08/31/2020 06,25.51,41.43,8039.0
4397,08/31/2020 07,29.36,41.43,8347.0
4398,08/31/2020 08,32.35,41.44,8661.0
4399,08/31/2020 09,33.82,41.45,8826.0
4400,08/31/2020 10,34.06,41.45,8983.0
4401,08/31/2020 11,39.39,41.44,9129.0
4402,08/31/2020 12,37.13,41.42,9251.0
4403,08/31/2020 13,36.87,41.4,9281.0
4404,08/31/2020 14,43.42,41.36,9299.0
4405,08/31/2020 15,35.51,41.3,9340.0
4406,08/31/2020 16,34.29,40.96,9374.0
4407,08/31/2020 17,33.88,40.83,9392.0
4408,08/31/2020 18,29.89,40.31,9396.0
4409,08/31/2020 19,29.19,40.13,9216.0
4410,08/31/2020 20,28.73,40.1,9077.0
4411,08/31/2020 21,28.23,40.09,9091.0
4412,08/31/2020 22,23.54,40.07,8984.0
4413,08/31/2020 23,11.67,40.03,8690.0
4414,08/31/2020 24,0.0,39.98,8374.0
4415,09/01/2020 01,0.0,39.93,8140.0
4416,09/01/2020 02,0.0,39.88,7927.0
4417,09/01/2020 03,0.0,39.84,7850.0
4418,09/01/2020 04,0.0,39.8,7856.0
4419,09/01/2020 05,20.98,39.79,7948.0
4420,09/01/2020 06,27.92,39.79,8092.0
4421,09/01/2020 07,28.77,39.79,8317.0
4422,09/01/2020 08,24.87,39.79,8588.0
4423,09/01/2020 09,28.06,39.79,8847.0
4424,09/01/2020 10,29.94,39.77,9049.0
4425,09/01/2020 11,28.76,39.72,9186.0
4426,09/01/2020 12,32.07,39.69,9339.0
4427,09/01/2020 13,33.26,39.68,9389.0
4428,09/01/2020 14,33.2,39.65,9404.0
4429,09/01/2020 15,34.69,39.61,9341.0
4430,09/01/2020 16,33.67,39.36,9334.0
4431,09/01/2020 17,33.2,38.87,9396.0
4432,09/01/2020 18,33.16,38.03,9385.0
4433,09/01/2020 19,33.14,37.84,9256.0
4434,09/01/2020 20,33.25,37.8,9104.0
4435,09/01/2020 21,31.98,37.77,9072.0
4436,09/01/2020 22,31.55,37.76,8995.0
4437,09/01/2020 23,28.09,37.75,8659.0
4438,09/01/2020 24,27.42,37.73,8343.0
4439,09/02/2020 01,25.94,37.73,8114.0
4440,09/02/2020 02,3.12,37.69,8047.0
4441,09/02/2020 03,4.02,37.66,7918.0
4442,09/02/2020 04,10.46,37.64,7882.0
4443,09/02/2020 05,0.0,37.62,7920.0
4444,09/02/2020 06,4.73,37.6,8034.0
4445,09/02/2020 07,24.2,37.61,8361.0
4446,09/02/2020 08,26.65,37.62,8652.0
4447,09/02/2020 09,28.05,37.63,8855.0
4448,09/02/2020 10,27.87,37.64,9005.0
4449,09/02/2020 11,26.94,37.63,9091.0
4450,09/02/2020 12,27.22,37.63,9244.0
4451,09/02/2020 13,31.51,37.62,9240.0
4452,09/02/2020 14,35.45,37.61,9203.0
4453,09/02/2020 15,37.64,37.62,9204.0
4454,09/02/2020 16,36.35,37.61,9212.0
4455,09/02/2020 17,37.21,37.62,9215.0
4456,09/02/2020 18,37.64,37.63,9194.0
4457,09/02/2020 19,37.77,37.65,9031.0
4458,09/02/2020 20,37.79,37.67,8920.0
4459,09/02/2020 21,40.19,37.69,8950.0
4460,09/02/2020 22,40.15,37.71,8877.0
4461,09/02/2020 23,37.23,37.72,8561.0
4462,09/02/2020 24,35.86,37.74,8275.0
4463,09/03/2020 01,34.21,37.74,8117.0
4464,09/03/2020 02,32.6,37.75,8028.0
4465,09/03/2020 03,32.68,37.76,7987.0
4466,09/03/2020 04,33.32,37.77,7919.0
4467,09/03/2020 05,32.46,37.79,7930.0
